"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.56329133351221
1.57542,0,-170,2.10157081200355
1.57542,0,-160,7.13773388694552
1.57542,0,-150,47.3172488729326
1.57542,0,-140,14.2767802712263
1.57542,0,-130,10.8751778141814
1.57542,0,-120,9.25188914474952
1.57542,0,-110,8.10728429940113
1.57542,0,-100,7.13144268577926
1.57542,0,-90,6.19423847210351
1.57542,0,-80,5.24445291590252
1.57542,0,-70,4.29879200517839
1.57542,0,-60,3.42213924213324
1.57542,0,-50,2.73310052591059
1.57542,0,-40,2.41504618486984
1.57542,0,-30,2.56211786821977
1.57542,0,-20,2.98286707625764
1.57542,0,-10,3.39166660771681
1.57542,0,0,3.60022267497362
1.57542,0,10,3.54274467110708
1.57542,0,20,3.27439133174437
1.57542,0,30,2.96375888721739
1.57542,0,40,2.84482752448508
1.57542,0,50,3.06884732267634
1.57542,0,60,3.5858222289411
1.57542,0,70,4.25863093672567
1.57542,0,80,4.99085661531208
1.57542,0,90,5.74285694484694
1.57542,0,100,6.5249425368917
1.57542,0,110,7.40334478985236
1.57542,0,120,8.52136845541766
1.57542,0,130,10.2690290166147
1.57542,0,140,14.4337604254739
1.57542,0,150,24.7826739380329
1.57542,0,160,5.50580364314352
1.57542,0,170,3.16079837341309
1.57542,0,180,4.56329133351221
