"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,5.8169999035725
1.57542,0,-170,3.30498258836662
1.57542,0,-160,6.28094088020979
1.57542,0,-150,27.6387567494829
1.57542,0,-140,14.7834550968131
1.57542,0,-130,10.2984983757589
1.57542,0,-120,8.11115059307553
1.57542,0,-110,6.61151132752192
1.57542,0,-100,5.4529996606072
1.57542,0,-90,4.50006513226956
1.57542,0,-80,3.68059817943341
1.57542,0,-70,3.01235868985013
1.57542,0,-60,2.63196004881382
1.57542,0,-50,2.71712742504918
1.57542,0,-40,3.24737177935466
1.57542,0,-30,3.99732743797443
1.57542,0,-20,4.73397507570878
1.57542,0,-10,5.27766897946048
1.57542,0,0,5.51161392081402
1.57542,0,10,5.40125261686498
1.57542,0,20,5.00355714493775
1.57542,0,30,4.44933477949052
1.57542,0,40,3.90489870128879
1.57542,0,50,3.52737896949836
1.57542,0,60,3.4184140606405
1.57542,0,70,3.59322183384877
1.57542,0,80,4.00377970419439
1.57542,0,90,4.59893502985694
1.57542,0,100,5.36830881589309
1.57542,0,110,6.36085939782852
1.57542,0,120,7.71378402770629
1.57542,0,130,9.85794154446023
1.57542,0,140,14.8617589135468
1.57542,0,150,21.2929283984591
1.57542,0,160,4.8496580067186
1.57542,0,170,3.88837566434125
1.57542,0,180,5.8169999035725
