"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,2.51729267814019
1.57542,0,-170,1.88517516535328
1.57542,0,-160,8.95940326129662
1.57542,0,-150,39.258788237256
1.57542,0,-140,14.4190680079765
1.57542,0,-130,11.1486579085272
1.57542,0,-120,9.53911952265946
1.57542,0,-110,8.38267560589783
1.57542,0,-100,7.40240169159704
1.57542,0,-90,6.47563497259369
1.57542,0,-80,5.53484925999913
1.57542,0,-70,4.57712064348188
1.57542,0,-60,3.65504889863695
1.57542,0,-50,2.87894239070729
1.57542,0,-40,2.43479767492933
1.57542,0,-30,2.46357053442419
1.57542,0,-20,2.81310629266328
1.57542,0,-10,3.18456541991117
1.57542,0,0,3.38013855314979
1.57542,0,10,3.33907948482988
1.57542,0,20,3.12425502230004
1.57542,0,30,2.90450745358419
1.57542,0,40,2.89134481170808
1.57542,0,50,3.19417106385398
1.57542,0,60,3.75111847318949
1.57542,0,70,4.44343465063423
1.57542,0,80,5.18799818720425
1.57542,0,90,5.94852547766718
1.57542,0,100,6.73427232479019
1.57542,0,110,7.59915085724184
1.57542,0,120,8.64392769618085
1.57542,0,130,10.1573563864588
1.57542,0,140,13.5361876079962
1.57542,0,150,41.205038980007
1.57542,0,160,7.44847190904146
1.57542,0,170,2.33199918373841
1.57542,0,180,2.51729267814019
