"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,5.02124223155747
1.57542,0,-170,2.31733173398418
1.57542,0,-160,6.87303876707068
1.57542,0,-150,30.4370150307799
1.57542,0,-140,11.4265606663972
1.57542,0,-130,8.26148014595726
1.57542,0,-120,6.73291034831314
1.57542,0,-110,5.68116527730924
1.57542,0,-100,4.81890805806356
1.57542,0,-90,4.02746459127871
1.57542,0,-80,3.26256016951367
1.57542,0,-70,2.57443117206132
1.57542,0,-60,2.1395046545775
1.57542,0,-50,2.20299381715099
1.57542,0,-40,2.75470262141875
1.57542,0,-30,3.52910929464085
1.57542,0,-20,4.28695125159815
1.57542,0,-10,4.85145498503603
1.57542,0,0,5.09941344023616
1.57542,0,10,4.98371721154437
1.57542,0,20,4.55103305659633
1.57542,0,30,3.93101080693928
1.57542,0,40,3.30649027769583
1.57542,0,50,2.8812083476412
1.57542,0,60,2.81575799916353
1.57542,0,70,3.12279704835029
1.57542,0,80,3.69005034020258
1.57542,0,90,4.41831772488462
1.57542,0,100,5.2887341336577
1.57542,0,110,6.36992871430289
1.57542,0,120,7.83081356618531
1.57542,0,130,10.1419059252729
1.57542,0,140,15.5156886647746
1.57542,0,150,20.8203423260494
1.57542,0,160,5.57429778176783
1.57542,0,170,3.74095814984478
1.57542,0,180,5.02124223155747
