"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.40008638343284
1.57542,0,-170,2.37952574110072
1.57542,0,-160,6.85604087108756
1.57542,0,-150,26.9913538570612
1.57542,0,-140,15.7525089638994
1.57542,0,-130,11.3964957979236
1.57542,0,-120,9.40663976654589
1.57542,0,-110,8.07325837218054
1.57542,0,-100,7.01747333372533
1.57542,0,-90,6.07847794961636
1.57542,0,-80,5.16650536564209
1.57542,0,-70,4.26557658379405
1.57542,0,-60,3.43184449794006
1.57542,0,-50,2.80418064487572
1.57542,0,-40,2.58911314581857
1.57542,0,-30,2.84604692833829
1.57542,0,-20,3.33909859615401
1.57542,0,-10,3.78332613654255
1.57542,0,0,4.00351579238857
1.57542,0,10,3.9450022534704
1.57542,0,20,3.66655600402957
1.57542,0,30,3.32496308220122
1.57542,0,40,3.13007079610771
1.57542,0,50,3.23747945772804
1.57542,0,60,3.64478278254617
1.57542,0,70,4.24658398724454
1.57542,0,80,4.94849146840066
1.57542,0,90,5.70543641684794
1.57542,0,100,6.52495852951505
1.57542,0,110,7.46791220374249
1.57542,0,120,8.6623134942479
1.57542,0,130,10.4822159416569
1.57542,0,140,14.7187309026369
1.57542,0,150,25.3317204975983
1.57542,0,160,6.38891207367071
1.57542,0,170,3.59814111644555
1.57542,0,180,4.40008638343284
