"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,3.81302065949123
1.57542,0,-170,1.66360256513324
1.57542,0,-160,6.69381611245846
1.57542,0,-150,34.4025040812978
1.57542,0,-140,14.1342112006956
1.57542,0,-130,10.201499908686
1.57542,0,-120,8.23266787041039
1.57542,0,-110,6.83702780826109
1.57542,0,-100,5.69976080372669
1.57542,0,-90,4.67811107209629
1.57542,0,-80,3.69073680694273
1.57542,0,-70,2.72740668173607
1.57542,0,-60,1.86574567004707
1.57542,0,-50,1.38253201017127
1.57542,0,-40,1.65760864954416
1.57542,0,-30,2.38005423965873
1.57542,0,-20,3.12389881107842
1.57542,0,-10,3.68150671663759
1.57542,0,0,3.93772127899397
1.57542,0,10,3.85047361955388
1.57542,0,20,3.45883603241532
1.57542,0,30,2.87873967599866
1.57542,0,40,2.29567032861388
1.57542,0,50,1.96805991572367
1.57542,0,60,2.11110354402566
1.57542,0,70,2.64769322349943
1.57542,0,80,3.3732604569731
1.57542,0,90,4.17196188958039
1.57542,0,100,5.01297607803008
1.57542,0,110,5.92417216882968
1.57542,0,120,6.988444325149
1.57542,0,130,8.47326437400529
1.57542,0,140,11.6354411865422
1.57542,0,150,36.1287954983161
1.57542,0,160,6.54988398234649
1.57542,0,170,1.90273897386256
1.57542,0,180,3.81302065949123
