"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,5.63509093389111
1.57542,0,-170,2.95093320157356
1.57542,0,-160,5.78401442519794
1.57542,0,-150,46.6644620033723
1.57542,0,-140,11.3641448577247
1.57542,0,-130,7.88225663798649
1.57542,0,-120,6.26577947271426
1.57542,0,-110,5.18974217325779
1.57542,0,-100,4.32909192824168
1.57542,0,-90,3.54869649009988
1.57542,0,-80,2.79570472768496
1.57542,0,-70,2.13381084054472
1.57542,0,-60,1.80475022074895
1.57542,0,-50,2.08069521923246
1.57542,0,-40,2.8117884629399
1.57542,0,-30,3.688389935401
1.57542,0,-20,4.49836297938645
1.57542,0,-10,5.08225998013632
1.57542,0,0,5.32381872482246
1.57542,0,10,5.17941711922953
1.57542,0,20,4.69824111042224
1.57542,0,30,4.01018689093045
1.57542,0,40,3.29476106229091
1.57542,0,50,2.75618298553693
1.57542,0,60,2.57985587189867
1.57542,0,70,2.81162790917646
1.57542,0,80,3.33292827708505
1.57542,0,90,4.02388459716471
1.57542,0,100,4.85892995930689
1.57542,0,110,5.91186593755137
1.57542,0,120,7.36369402728543
1.57542,0,130,9.71350643262056
1.57542,0,140,15.3304536800736
1.57542,0,150,19.3853808845786
1.57542,0,160,5.10549837069174
1.57542,0,170,4.24371201371376
1.57542,0,180,5.63509093389111
