"Freq [GHz]","dB(S(1,1)) []","dB(S(2,2)) []","dB(S(3,3)) []","dB(S(4,4)) []"
1,-0.0476883226146055,-0.0476309831740963,-0.0475202835623762,-0.0477708809744563
1.00033333333333,-0.0477168187159189,-0.0476594752715171,-0.0475486249812049,-0.0477995535370952
1.00066666666667,-0.0477453864575714,-0.0476880390731224,-0.0475770377156,-0.0478282982077055
1.001,-0.0477740259979089,-0.0477166747374806,-0.0476055219230449,-0.0478571151460883
1.00133333333333,-0.0478027374957763,-0.0477453824236486,-0.0476340777615282,-0.0478860045125587
1.00166666666667,-0.0478315211105301,-0.0477741622911995,-0.0476627053895358,-0.0479149664679361
1.002,-0.0478603770020266,-0.0478030145002043,-0.0476914049660578,-0.0479440011735557
1.00233333333333,-0.0478893053306363,-0.0478319392112523,-0.0477201766505925,-0.047973108791263
1.00266666666667,-0.0479183062572331,-0.0478609365854379,-0.0477490206031462,-0.0480022894834175
1.003,-0.0479473799432077,-0.0478900067843724,-0.0477779369842295,-0.0480315434129062
1.00333333333333,-0.0479765265504649,-0.0479191499701752,-0.0478069259548688,-0.0480608707431227
1.00366666666667,-0.0480057462414215,-0.0479483663054868,-0.0478359876765961,-0.0480902716379862
1.004,-0.0480350391790074,-0.0479776559534654,-0.0478651223114668,-0.0481197462619416
1.00433333333333,-0.0480644055266813,-0.0480070190777884,-0.0478943300220446,-0.0481492947799529
1.00466666666667,-0.0480938454484121,-0.048036455842651,-0.0479236109714161,-0.0481789173575148
1.005,-0.048123359108702,-0.0480659664127791,-0.0479529653231839,-0.0482086141606507
1.00533333333333,-0.0481529466725677,-0.0480955509534194,-0.0479823932414761,-0.048238385355904
1.00566666666667,-0.0481826083055554,-0.0481252096303438,-0.0480118948909411,-0.0482682311103654
1.006,-0.0482123441737419,-0.0481549426098545,-0.0480414704367511,-0.0482981515916476
1.00633333333333,-0.0482421544437273,-0.0481847500587896,-0.0480711200446067,-0.0483281469679008
1.00666666666667,-0.0482720392826527,-0.0482146321445129,-0.0481008438807434,-0.0483582174078187
1.007,-0.0483019988581816,-0.0482445890349258,-0.0481306421119167,-0.0483883630806278
1.00733333333333,-0.0483320333385186,-0.0482746208984634,-0.0481605149054205,-0.048418584156096
1.00766666666667,-0.0483621428924072,-0.0483047279041042,-0.0481904624290823,-0.0484488808045358
1.008,-0.0483923276891283,-0.0483349102213624,-0.0482204848512654,-0.0484792531968089
1.00833333333333,-0.0484225878985016,-0.0483651680202937,-0.0482505823408717,-0.0485097015043176
1.00866666666667,-0.048452923690888,-0.0483955014715003,-0.0482807550673433,-0.0485402258990146
1.009,-0.0484833352372011,-0.0484259107461269,-0.0483110032006612,-0.0485708265534021
1.00933333333333,-0.0485138227088908,-0.0484563960158723,-0.0483413269113537,-0.0486015036405414
1.00966666666667,-0.0485443862779665,-0.048486957452977,-0.0483717263704926,-0.0486322573340371
1.01,-0.0485750261169752,-0.0485175952302369,-0.0484022017497009,-0.0486630878080642
1.01033333333333,-0.0486057423990315,-0.0485483095210037,-0.0484327532211453,-0.0486939952373476
1.01066666666667,-0.0486365352977872,-0.048579100499177,-0.0484633809575486,-0.0487249797971661
1.011,-0.0486674049874647,-0.0486099683392242,-0.048494085132183,-0.0487560416633777
1.01133333333333,-0.048698351642839,-0.0486409132161612,-0.048524865918878,-0.0487871810123921
