"Freq [GHz]","dB(S(1,1)) []","dB(S(2,2)) []","dB(S(3,3)) []","dB(S(4,4)) []"
1,-0.0454817085549394,-0.0454896098332709,-0.0453296215324452,-0.0453940843280152
1.00033333333333,-0.0455061140692373,-0.0455143363070081,-0.0453541500504453,-0.0454184612766135
1.00066666666667,-0.0455305838326875,-0.0455391278223376,-0.0453787431859291,-0.045442902487734
1.001,-0.0455551179793879,-0.0455639845157549,-0.0454034010734119,-0.0454674080946904
1.00133333333333,-0.0455797166438879,-0.0455889065242058,-0.045428123847852,-0.0454919782312354
1.00166666666667,-0.0456043799611754,-0.0456138939851,-0.0454529116446654,-0.0455166130315708
1.002,-0.0456291080666987,-0.0456389470362957,-0.0454777645997217,-0.0455413126303567
1.00233333333333,-0.045653901096354,-0.0456640658161261,-0.0455026828493397,-0.0455660771626907
1.00266666666667,-0.0456787591864915,-0.0456892504633743,-0.0455276665303082,-0.0455909067641356
1.003,-0.045703682473914,-0.0457145011172919,-0.0455527157798671,-0.0456158015706965
1.00333333333333,-0.0457286710958849,-0.0457398179175999,-0.0455778307357169,-0.0456407617188449
1.00366666666667,-0.0457537251901206,-0.0457652010044771,-0.0456030115360235,-0.0456657873454992
1.004,-0.045778844894801,-0.0457906505185747,-0.0456282583194117,-0.0456908785880463
1.00433333333333,-0.0458040303485617,-0.0458161666010162,-0.0456535712249773,-0.045716035584325
1.00466666666667,-0.0458292816905079,-0.0458417493933956,-0.045678950392282,-0.0457412584726404
1.005,-0.0458545990602032,-0.0458673990377763,-0.0457043959613489,-0.0457665473917575
1.00533333333333,-0.0458799825976801,-0.0458931156766991,-0.0457299080726823,-0.0457919024809106
1.00566666666667,-0.0459054324434362,-0.0459188994531868,-0.0457554868672445,-0.0458173238797968
1.006,-0.0459309487384381,-0.045944750510729,-0.0457811324864872,-0.0458428117285833
1.00633333333333,-0.0459565316241233,-0.0459706689933023,-0.0458068450723244,-0.0458683661679032
1.00666666666667,-0.045982181242402,-0.0459966550453662,-0.0458326247671517,-0.0458939873388647
1.007,-0.0460078977356607,-0.0460227088118559,-0.0458584717138374,-0.0459196753830466
1.00733333333333,-0.0460336812467544,-0.0460488304381956,-0.0458843860557389,-0.0459454304425029
1.00766666666667,-0.0460595319190202,-0.0460750200702964,-0.0459103679366877,-0.045971252659764
1.008,-0.0460854498962688,-0.0461012778545548,-0.0459364175009996,-0.0459971421778367
1.00833333333333,-0.0461114353227978,-0.0461276039378621,-0.0459625348934756,-0.046023099140205
1.00866666666667,-0.0461374883433811,-0.0461539984675928,-0.0459887202594035,-0.0460491236908391
1.009,-0.0461636091032771,-0.0461804615916192,-0.0460149737445585,-0.0460752159741892
1.00933333333333,-0.0461897977482329,-0.0462069934583097,-0.0460412954952028,-0.0461013761351871
1.00966666666667,-0.0462160544244761,-0.0462335942165247,-0.0460676856580963,-0.0461276043192515
1.01,-0.0462423792787272,-0.0462602640156272,-0.0460941443804814,-0.0461539006722902
1.01033333333333,-0.0462687724581958,-0.0462870030054714,-0.0461206718101089,-0.046180265340699
1.01066666666667,-0.0462952341105843,-0.0463138113364259,-0.0461472680952157,-0.046206698471363
1.011,-0.0463217643840865,-0.0463406891593545,-0.0461739333845348,-0.046233200211665
1.01133333333333,-0.046348363427391,-0.0463676366256226,-0.0462006678273088,-0.0462597707094749
1.01166666666667,-0.0463750313896832,-0.0463946538871121,-0.0462274715732761,-0.0462864101131617
1.012,-0.0464017684206514,-0.046421741096204,-0.046254344772674,-0.046313118571592
1.01233333333333,-0.046428574670477,-0.0464488984057945,-0.0462812875762562,-0.0463398962341314
1.01266666666667,-0.0464554502898519,-0.0464761259692947,-0.0463083001352707,-0.0463667432506493
1.013,-0.0464823954299619,-0.0465034239406202,-0.0463353826014788,-0.0463936597715082
1.01333333333333,-0.0465094102425077,-0.0465307924742073,-0.0463625351271543,-0.0464206459475879
1.01366666666667,-0.0465364948796915,-0.0465582317250163,-0.0463897578650817,-0.0464477019302641
1.014,-0.0465636494942262,-0.0465857418485107,-0.0464170509685554,-0.0464748278714274
1.01433333333333,-0.0465908742393366,-0.0466133230006936,-0.0464444145913928,-0.0465020239234719
1.01466666666667,-0.0466181692687539,-0.0466409753380724,-0.0464718488879201,-0.0465292902393092
1.015,-0.0466455347367328,-0.0466686990176962,-0.046499354012988,-0.0465566269723567
1.01533333333333,-0.0466729707980396,-0.0466964941971276,-0.0465269301219644,-0.0465840342765544
1.01566666666667,-0.0467004776079574,-0.0467243610344646,-0.0465545773707428,-0.0466115123063545
1.016,-0.0467280553222864,-0.0467522996883304,-0.046582295915738,-0.0466390612167291
1.01633333333333,-0.0467557040973584,-0.0467803103178834,-0.0466100859138998,-0.0466666811631685
1.01666666666667,-0.0467834240900195,-0.0468083930828163,-0.0466379475226909,-0.0466943723016884
1.017,-0.0468112154576414,-0.0468365481433537,-0.0466658809001168,-0.0467221347888291
1.01733333333333,-0.0468390783581287,-0.0468647756602645,-0.0466938862047093,-0.046749968781651
1.01766666666667,-0.0468670129499098,-0.0468930757948506,-0.0467219635955373,-0.046777874437746
1.018,-0.046895019391943,-0.0469214487089551,-0.046750113232201,-0.0468058519152351
1.01833333333333,-0.046923097843723,-0.0469498945649689,-0.0467783352748367,-0.0468339013727718
1.01866666666667,-0.0469512484652737,-0.046978413525824,-0.0468066298841275,-0.0468620229695376
1.019,-0.046979471417162,-0.0470070057550022,-0.0468349972212909,-0.0468902168652562
1.01933333333333,-0.0470077668604909,-0.0470356714165323,-0.0468634374480892,-0.0469184832201854
1.01966666666667,-0.0470361349568957,-0.0470644106749978,-0.0468919507268316,-0.0469468221951182
1.02,-0.0470645758685676,-0.0470932236955293,-0.0469205372203712,-0.0469752339513907
1.02033333333333,-0.0470930897582287,-0.047122110643813,-0.0469491970921123,-0.0470037186508837
1.02066666666667,-0.0471216767891553,-0.0471510716860988,-0.0469779305060076,-0.0470322764560205
1.021,-0.0471503371251655,-0.0471801069891883,-0.0470067376265648,-0.0470609075297679
1.02133333333333,-0.0471790709306294,-0.047209216720444,-0.0470356186188465,-0.0470896120356479
1.02166666666667,-0.0472078783704716,-0.0472384010477929,-0.0470645736484659,-0.0471183901377261
1.022,-0.047236759610167,-0.0472676601397312,-0.0470936028816029,-0.0471472420006213
1.02233333333333,-0.0472657148157449,-0.0472969941653152,-0.047122706484994,-0.0471761677895118
1.02266666666667,-0.0472947441537956,-0.0473264032941687,-0.0471518846259336,-0.0472051676701247
1.023,-0.0473238477914641,-0.0473558876964954,-0.0471811374722931,-0.0472342418087471
1.02333333333333,-0.0473530258964628,-0.0473854475430593,-0.047210465192498,-0.0472633903722305
1.02366666666667,-0.0473822786370629,-0.0474150830052148,-0.0472398679555452,-0.0472926135279821
1.024,-0.0474116061820984,-0.0474447942548747,-0.0472693459310039,-0.0473219114439797
1.02433333333333,-0.0474410087009805,-0.0474745814645463,-0.0472988992890178,-0.0473512842887578
1.02466666666667,-0.0474704863636791,-0.0475044448073095,-0.047328528200302,-0.0473807322314265
1.025,-0.0475000393407454,-0.0475343844568315,-0.0473582328361479,-0.0474102554416661
1.02533333333333,-0.0475296678032933,-0.0475644005873586,-0.0473880133684273,-0.0474398540897227
1.02566666666667,-0.047559371923023,-0.0475944933737334,-0.0474178699695912,-0.0474695283464214
1.026,-0.0475891518722001,-0.0476246629913784,-0.047447802812674,-0.0474992783831622
1.02633333333333,-0.0476190078236843,-0.0476549096163154,-0.047477812071293,-0.0475291043719201
