"Freq [GHz]","dB(S(1,1)) []","dB(S(2,2)) []","dB(S(3,3)) []","dB(S(4,4)) []"
1,-0.0467174948583577,-0.0466021570553085,-0.0464101126959936,-0.0465789422747083
1.00033333333333,-0.0467442795775258,-0.0466287842807569,-0.046436474428277,-0.0466055012620923
1.00066666666667,-0.0467711323674226,-0.046655479223793,-0.0464629031642335,-0.0466321277463711
1.001,-0.046798053377444,-0.0466822420328925,-0.0464893990498668,-0.0466588218750855
1.00133333333333,-0.0468250427574653,-0.0467090728569891,-0.0465159622316408,-0.0466855837962566
1.00166666666667,-0.0468521006578339,-0.0467359718454958,-0.0465425928564879,-0.0467124136583639
1.002,-0.0468792272293752,-0.0467629391482987,-0.0465692910718075,-0.0467393116103699
1.00233333333333,-0.0469064226233947,-0.0467899749157632,-0.0465960570254608,-0.0467662778016917
1.00266666666667,-0.0469336869916819,-0.0468170792987291,-0.0466228908657798,-0.0467933123822392
1.003,-0.0469610204865062,-0.0468442524485212,-0.0466497927415701,-0.0468204155023893
1.00333333333333,-0.0469884232606233,-0.0468714945169365,-0.0466767628021089,-0.0468475873129967
1.00366666666667,-0.0470158954672752,-0.0468988056562665,-0.0467038011971425,-0.0468748279653962
1.004,-0.0470434372601846,-0.0469261860192743,-0.0467309080768993,-0.0469021376114026
1.00433333333333,-0.0470710487935754,-0.0469536357592253,-0.0467580835920818,-0.0469295164033189
1.00466666666667,-0.0470987302221566,-0.0469811550298602,-0.0467853278938707,-0.0469569644939197
1.005,-0.0471264817011271,-0.0470087439854132,-0.0468126411339293,-0.04698448203648
1.00533333333333,-0.0471543033861912,-0.0470364027806137,-0.0468400234643977,-0.0470120691847513
1.00566666666667,-0.0471821954335364,-0.0470641315706775,-0.0468674750379101,-0.0470397260929822
1.006,-0.0472101579998576,-0.0470919305113216,-0.0468949960075743,-0.0470674529159051
1.00633333333333,-0.0472381912423423,-0.0471197997587543,-0.0469225865269926,-0.0470952498087513
1.00666666666667,-0.0472662953186881,-0.0471477394696897,-0.0469502467502536,-0.0471231169272397
1.007,-0.0472944703870924,-0.0471757498013335,-0.046977976831941,-0.0471510544275921
1.00733333333333,-0.047322716606254,-0.0472038309113975,-0.0470057769271204,-0.0471790624665229
1.00766666666667,-0.0473510341353807,-0.0472319829580972,-0.0470336471913641,-0.0472071412012522
1.008,-0.0473794231341922,-0.0472602061001506,-0.0470615877807281,-0.0472352907894908
1.00833333333333,-0.0474078837629111,-0.0472885004967893,-0.0470895988517732,-0.0472635113894652
1.00866666666667,-0.0474364161822821,-0.0473168663077462,-0.0471176805615576,-0.0472918031598952
1.009,-0.0474650205535576,-0.0473453036932691,-0.0471458330676388,-0.0473201662600136
1.00933333333333,-0.0474936970385041,-0.0473738128141195,-0.0471740565280821,-0.0473486008495582
1.00966666666667,-0.0475224457994118,-0.0474023938315633,-0.0472023511014471,-0.0473771070887835
1.01,-0.0475512669990866,-0.0474310469073975,-0.0472307169468075,-0.0474056851384466
1.01033333333333,-0.0475801608008535,-0.0474597722039274,-0.0472591542237447,-0.047434335159819
1.01066666666667,-0.0476091273685609,-0.0474885698839762,-0.0472876630923455,-0.0474630573146952
1.011,-0.0476381668665899,-0.0475174401108974,-0.0473162437132093,-0.0474918517653816
1.01133333333333,-0.0476672794598375,-0.0475463830485595,-0.0473448962474516,-0.0475207186747062
1.01166666666667,-0.047696465313738,-0.0475753988613607,-0.0473736208566998,-0.0475496582060084
1.012,-0.0477257245942448,-0.0476044877142228,-0.047402417703098,-0.0475786705231664
1.01233333333333,-0.0477550574678622,-0.0476336497726009,-0.0474312869493104,-0.0476077557905689
1.01266666666667,-0.0477844641016094,-0.0476628852024734,-0.0474602287585196,-0.0476369141731389
1.013,-0.0478139446630503,-0.0476921941703623,-0.0474892432944362,-0.0476661458363212
1.01333333333333,-0.0478434993202857,-0.047721576843312,-0.0475183307212836,-0.047695450946096
1.01366666666667,-0.0478731282419583,-0.0477510333889146,-0.0475474912038244,-0.0477248296689744
1.014,-0.0479028315972508,-0.0477805639752903,-0.0475767249073364,-0.0477542821719967
1.01433333333333,-0.0479326095558886,-0.0478101687711071,-0.0476060319976388,-0.0477838086227468
1.01466666666667,-0.047962462288145,-0.0478398479455679,-0.0476354126410693,-0.0478134091893393
1.015,-0.0479923899648351,-0.0478696016684266,-0.0476648670045083,-0.047843084040428
1.01533333333333,-0.0480223927573279,-0.0478994301099813,-0.0476943952553695,-0.047872833345213
1.01566666666667,-0.0480524708375504,-0.0479293334410717,-0.0477239975616041,-0.0479026572734351
1.016,-0.0480826243779702,-0.0479593118330955,-0.047753674091699,-0.0479325559953781
1.01633333333333,-0.0481128535516167,-0.0479893654579976,-0.0477834250146871,-0.0479625296818781
1.01666666666667,-0.0481431585320758,-0.048019494488278,-0.0478132505001361,-0.0479925785043139
1.017,-0.048173539493491,-0.0480496990969899,-0.0478431507181656,-0.0480227026346169
