"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,1.25800220442888
1.57542,0,-170,7.41536833221203
1.57542,0,-160,5.63756384096368
1.57542,0,-150,16.1766239189591
1.57542,0,-140,4.49954491184396
1.57542,0,-130,3.77879181091084
1.57542,0,-120,6.28311320652165
1.57542,0,-110,7.64703488872813
1.57542,0,-100,8.00431734561401
1.57542,0,-90,7.49493335284313
1.57542,0,-80,6.39665056775784
1.57542,0,-70,5.49354335048199
1.57542,0,-60,6.76815399148102
1.57542,0,-50,13.6753456686563
1.57542,0,-40,18.5645373792698
1.57542,0,-30,7.10453682888787
1.57542,0,-20,2.84971893834601
1.57542,0,-10,0.776492826093186
1.57542,0,0,0.14396561064177
1.57542,0,10,0.799735628242564
1.57542,0,20,2.9056791326038
1.57542,0,30,7.27295743362641
1.57542,0,40,19.6818743306102
1.57542,0,50,12.8825082250559
1.57542,0,60,6.40973555653148
1.57542,0,70,5.3698291419667
1.57542,0,80,6.3971068709493
1.57542,0,90,7.52806482726665
1.57542,0,100,8.0248012967954
1.57542,0,110,7.61074128620144
1.57542,0,120,6.0964674863316
1.57542,0,130,3.25787818781331
1.57542,0,140,4.98903322629361
1.57542,0,150,19.0055521253417
1.57542,0,160,5.58709661987538
1.57542,0,170,9.33000743451089
1.57542,0,180,1.25800220442889
