"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.07013014979224
1.57542,0,-170,4.65239133806574
1.57542,0,-160,13.386703198659
1.57542,0,-150,12.966946208892
1.57542,0,-140,14.4736843839651
1.57542,0,-130,14.7720244439006
1.57542,0,-120,14.7329188692918
1.57542,0,-110,14.8494714829607
1.57542,0,-100,15.0508665168549
1.57542,0,-90,15.2385909516524
1.57542,0,-80,15.7170586644648
1.57542,0,-70,17.566660535523
1.57542,0,-60,25.3846184722253
1.57542,0,-50,20.5676729051283
1.57542,0,-40,10.1934392878167
1.57542,0,-30,5.04168111702291
1.57542,0,-20,2.04459980654993
1.57542,0,-10,0.457835114875435
1.57542,0,0,0.0481918766884959
1.57542,0,10,0.520494011409715
1.57542,0,20,2.14522447202373
1.57542,0,30,5.16658198009394
1.57542,0,40,10.3507331318122
1.57542,0,50,20.9777622554941
1.57542,0,60,24.6106961368644
1.57542,0,70,17.1565842173878
1.57542,0,80,15.3468826322615
1.57542,0,90,14.9033745402247
1.57542,0,100,14.8033672732538
1.57542,0,110,14.8098804532513
1.57542,0,120,15.1531810138228
1.57542,0,130,16.2882487466749
1.57542,0,140,18.9492865115114
1.57542,0,150,28.7699357063436
1.57542,0,160,10.7299271339552
1.57542,0,170,7.30427751915793
1.57542,0,180,4.07013014979224
