"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,2.2518276481536
1.57542,0,-170,6.26705503341742
1.57542,0,-160,18.4285701100933
1.57542,0,-150,7.44187284945424
1.57542,0,-140,10.4746401501887
1.57542,0,-130,12.6489737492346
1.57542,0,-120,13.5198224964101
1.57542,0,-110,13.7937645772668
1.57542,0,-100,13.7189173678403
1.57542,0,-90,13.347834630963
1.57542,0,-80,12.9799365371459
1.57542,0,-70,13.3797289205559
1.57542,0,-60,16.4407353734976
1.57542,0,-50,62.370046610672
1.57542,0,-40,12.6185292173291
1.57542,0,-30,5.83091120959762
1.57542,0,-20,2.27776542504112
1.57542,0,-10,0.458693613924
1.57542,0,0,0.216817546806041
1.57542,0,10,0.505156283511729
1.57542,0,20,2.37198139556917
1.57542,0,30,6.0718688723136
1.57542,0,40,13.4033601736129
1.57542,0,50,32.5378313852112
1.57542,0,60,15.3735240950881
1.57542,0,70,12.8459431924503
1.57542,0,80,12.6738427769086
1.57542,0,90,13.1943735631078
1.57542,0,100,13.7343471451132
1.57542,0,110,14.1186338810186
1.57542,0,120,14.4787615276087
1.57542,0,130,14.7068180817973
1.57542,0,140,13.484555096917
1.57542,0,150,9.32599417611776
1.57542,0,160,10.9077576089105
1.57542,0,170,4.6162281519468
1.57542,0,180,2.25182764815358
