"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,19.4260399696146
1.57542,0,-170,21.1511455029017
1.57542,0,-160,15.6769097730213
1.57542,0,-150,31.9299372836163
1.57542,0,-140,11.2295468449309
1.57542,0,-130,8.2144171008941
1.57542,0,-120,7.02204896019004
1.57542,0,-110,6.39335205096196
1.57542,0,-100,6.04388917278081
1.57542,0,-90,5.94095434298696
1.57542,0,-80,6.33194201538267
1.57542,0,-70,7.4527001801309
1.57542,0,-60,9.29566962874791
1.57542,0,-50,11.8347037640127
1.57542,0,-40,15.349561041337
1.57542,0,-30,20.7739999663926
1.57542,0,-20,30.5676450417732
1.57542,0,-10,38.3271793932281
1.57542,0,0,25.4360535056159
1.57542,0,10,22.0772465175286
1.57542,0,20,26.4230572555047
1.57542,0,30,61.7695723524883
1.57542,0,40,26.3745612475754
1.57542,0,50,19.8140348596705
1.57542,0,60,15.6092605357836
1.57542,0,70,12.4799038779782
1.57542,0,80,10.2335874717262
1.57542,0,90,8.94905553924449
1.57542,0,100,8.77799553992287
1.57542,0,110,9.8415514245725
1.57542,0,120,12.1556862279636
1.57542,0,130,15.8026946553574
1.57542,0,140,22.9886384080678
1.57542,0,150,29.0677251546772
1.57542,0,160,33.3545567599494
1.57542,0,170,11.872153055356
1.57542,0,180,19.4260399696144
