"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,1.23143143574502
1.57542,0,-170,5.33115993805767
1.57542,0,-160,44.989013790312
1.57542,0,-150,32.5580174286533
1.57542,0,-140,26.9546433900215
1.57542,0,-130,22.7061726904394
1.57542,0,-120,20.2338895892275
1.57542,0,-110,18.865786128953
1.57542,0,-100,17.9279199277586
1.57542,0,-90,17.1782189009067
1.57542,0,-80,16.9368021686958
1.57542,0,-70,18.2545839806673
1.57542,0,-60,25.3821435473276
1.57542,0,-50,21.4712025631054
1.57542,0,-40,10.6927979690267
1.57542,0,-30,5.39548719079114
1.57542,0,-20,2.29288223952245
1.57542,0,-10,0.62536087641111
1.57542,0,0,0.169959401804933
1.57542,0,10,0.520321998234223
1.57542,0,20,2.10497277738978
1.57542,0,30,5.12261169467138
1.57542,0,40,10.3028387999694
1.57542,0,50,20.847163532641
1.57542,0,60,24.9157795564711
1.57542,0,70,17.4342750213348
1.57542,0,80,15.7858601837205
1.57542,0,90,15.5639280341443
1.57542,0,100,15.6458964253441
1.57542,0,110,15.6443869170366
1.57542,0,120,15.5874520907905
1.57542,0,130,15.5167121581686
1.57542,0,140,15.0952659066853
1.57542,0,150,14.4827744833528
1.57542,0,160,28.4709617776994
1.57542,0,170,2.55295900133812
1.57542,0,180,1.231431435745
