"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,0.707626019359994
1.57542,0,-170,5.74681384368369
1.57542,0,-160,2.91513025054139
1.57542,0,-150,19.4499189556977
1.57542,0,-140,9.77252952541247
1.57542,0,-130,3.43470704366332
1.57542,0,-120,4.07897797584815
1.57542,0,-110,5.79082093379551
1.57542,0,-100,6.64067444258685
1.57542,0,-90,6.3857850900756
1.57542,0,-80,5.05047434004284
1.57542,0,-70,2.82745184169344
1.57542,0,-60,0.633838980451091
1.57542,0,-50,4.89553781729137
1.57542,0,-40,13.7631280944636
1.57542,0,-30,16.4113633057612
1.57542,0,-20,5.89324091858013
1.57542,0,-10,1.72450853477502
1.57542,0,0,0.408040757490583
1.57542,0,10,1.64918680246958
1.57542,0,20,5.87808043259251
1.57542,0,30,17.7860175724903
1.57542,0,40,11.6927849532656
1.57542,0,50,3.59628429433929
1.57542,0,60,1.23013537575919
1.57542,0,70,4.05211875340792
1.57542,0,80,6.25793292705443
1.57542,0,90,7.61922563205794
1.57542,0,100,7.96129693633446
1.57542,0,110,7.29607947855984
1.57542,0,120,5.89381435793545
1.57542,0,130,5.30657370877405
1.57542,0,140,11.5620946796489
1.57542,0,150,17.3606956986266
1.57542,0,160,1.06589607390337
1.57542,0,170,6.55585493105986
1.57542,0,180,0.707626019360007
