"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,3.62327212692651
1.57542,0,-170,7.48753241508943
1.57542,0,-160,20.8178330241987
1.57542,0,-150,7.96314246111437
1.57542,0,-140,8.60431506315313
1.57542,0,-130,10.554339178272
1.57542,0,-120,11.9437115967755
1.57542,0,-110,12.7425025750801
1.57542,0,-100,13.0316287982767
1.57542,0,-90,12.8572828849662
1.57542,0,-80,12.5778719021966
1.57542,0,-70,13.0791018893849
1.57542,0,-60,16.5024228993066
1.57542,0,-50,38.6766111616859
1.57542,0,-40,12.0589076803111
1.57542,0,-30,5.72442444888676
1.57542,0,-20,2.36851121836714
1.57542,0,-10,0.595733209132141
1.57542,0,0,0.0265721268826344
1.57542,0,10,0.453909525808435
1.57542,0,20,2.06373711040473
1.57542,0,30,5.21194921041574
1.57542,0,40,11.1897150307013
1.57542,0,50,32.0203112572137
1.57542,0,60,16.3649941515507
1.57542,0,70,12.5045608494057
1.57542,0,80,11.7960443197879
1.57542,0,90,11.9607328754121
1.57542,0,100,12.0993391842966
1.57542,0,110,11.8300656514853
1.57542,0,120,11.0717046198225
1.57542,0,130,9.83247454792886
1.57542,0,140,8.94419761451983
1.57542,0,150,15.0283675328461
1.57542,0,160,3.52127247135116
1.57542,0,170,9.95656635459955
1.57542,0,180,3.62327212692651
