"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-82.3337057463082,-79.6025494281009,-82.2416923681093,-82.2309910263903,-79.5581829194639,-82.2448405428121
1.00033333333333,-82.3260403899485,-79.5922242762573,-82.2341273925354,-82.2235179000162,-79.5480392703652,-82.2373066739244
1.00066666666667,-82.318364026293,-79.5818915262182,-82.2265512714355,-82.2160337496133,-79.5378877419546,-82.22976187072
1.001,-82.3106766340445,-79.5715511689352,-82.2189639836834,-82.2085385538578,-79.5277283251877,-82.222206111587
1.00133333333333,-82.3029781918877,-79.5612031953538,-82.2113655081352,-82.201032291406,-79.5175610110154,-82.2146393748938
1.00166666666667,-82.2952686784888,-79.5508475964141,-82.20375582363,-82.1935149408942,-79.5073857903839,-82.2070616389894
1.002,-82.2875480724957,-79.5404843630504,-82.1961349089896,-82.1859864809391,-79.4972026542347,-82.1994728822031
1.00233333333333,-82.2798163525382,-79.5301134861911,-82.1885027430189,-82.1784468901379,-79.4870115935047,-82.1918730828449
1.00266666666667,-82.272073497228,-79.519734956759,-82.1808593045061,-82.170896147068,-79.4768125991261,-82.1842622192056
1.003,-82.2643194851591,-79.509348765671,-82.1732045722222,-82.1633342302875,-79.4666056620264,-82.1766402695568
1.00333333333333,-82.2565542949075,-79.4989549038385,-82.165538524922,-82.1557611183354,-79.4563907731281,-82.169007212151
1.00366666666667,-82.2487779050316,-79.4885533621667,-82.1578611413433,-82.1481767897313,-79.4461679233494,-82.161363025222
1.004,-82.2409902940721,-79.4781441315553,-82.150172400208,-82.1405812229756,-79.4359371036035,-82.1537076869846
1.00433333333333,-82.2331914405525,-79.4677272028983,-82.1424722802212,-82.13297439655,-79.4256983047991,-82.1460411756351
1.00466666666667,-82.2253813229788,-79.4573025670835,-82.1347607600722,-82.1253562889172,-79.4154515178397,-82.1383634693512
1.005,-82.2175599198399,-79.4468702149932,-82.127037818434,-82.1177268785213,-79.4051967336245,-82.130674546292
1.00533333333333,-82.2097272096075,-79.4364301375038,-82.1193034339638,-82.1100861437875,-79.3949339430478,-82.1229743845984
1.00566666666667,-82.2018831707363,-79.4259823254858,-82.1115575853029,-82.1024340631228,-79.384663136999,-82.1152629623932
1.006,-82.1940277816643,-79.4155267698038,-82.103800251077,-82.0947706149155,-79.3743843063628,-82.107540257781
1.00633333333333,-82.1861610208126,-79.4050634613166,-82.096031409896,-82.0870957775358,-79.3640974420191,-82.0998062488484
1.00666666666667,-82.1782828665859,-79.3945923908772,-82.0882510403545,-82.0794095293358,-79.353802534843,-82.0920609136644
1.007,-82.1703932973722,-79.3841135493326,-82.0804591210319,-82.0717118486492,-79.3434995757048,-82.08430423028
1.00733333333333,-82.1624922915432,-79.373626927524,-82.0726556304922,-82.0640027137921,-79.3331885554699,-82.0765361767287
1.00766666666667,-82.1545798274544,-79.3631325162865,-82.0648405472843,-82.0562821030627,-79.322869464999,-82.0687567310267
1.008,-82.1466558834451,-79.3526303064495,-82.0570138499423,-82.0485499947414,-79.3125422951478,-82.0609658711726
1.00833333333333,-82.1387204378388,-79.3421202888364,-82.0491755169853,-82.0408063670911,-79.3022070367673,-82.053163575148
1.00866666666667,-82.1307734689429,-79.3316024542646,-82.0413255269177,-82.0330511983571,-79.2918636807034,-82.0453498209173
1.009,-82.1228149550491,-79.3210767935456,-82.0334638582295,-82.0252844667676,-79.2815122177975,-82.0375245864278
1.00933333333333,-82.1148448744335,-79.310543297485,-82.0255904893961,-82.0175061505333,-79.2711526388858,-82.0296878496104
1.00966666666667,-82.1068632053568,-79.3000019568823,-82.0177053988785,-82.009716227848,-79.2607849347996,-82.0218395883788
1.01,-82.0988699260642,-79.2894527625311,-82.0098085651236,-82.0019146768884,-79.2504090963655,-82.0139797806305
1.01033333333333,-82.0908650147858,-79.2788957052188,-82.0018999665644,-81.9941014758144,-79.2400251144051,-82.0061084042461
1.01066666666667,-82.0828484497364,-79.2683307757272,-81.9939795816196,-81.9862766027691,-79.2296329797351,-81.9982254370904
