"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-82.3223401957293,-79.8691875358878,-82.3595198551063,-82.4162415004615,-79.8710123916399,-82.4733993165136
1.00033333333333,-82.3149311659978,-79.8589002964564,-82.3522994237267,-82.4091268570172,-79.8606667341351,-82.4658393224289
1.00066666666667,-82.307511450194,-79.8486050774501,-82.3450687291113,-82.4020019692865,-79.8503131073039,-82.4582686973762
1.001,-82.3000810257875,-79.838301870895,-82.3378277485021,-82.3948668144201,-79.8399515033157,-82.4506874202687
1.00133333333333,-82.2926398702194,-79.8279906688111,-82.3305764591054,-82.3877213695338,-79.8295819143328,-82.4430954699923
1.00166666666667,-82.2851879609025,-79.8176714632114,-82.3233148380926,-82.3805656117082,-79.8192043325106,-82.4354928254057
1.002,-82.2777252752213,-79.8073442461024,-82.3160428626001,-82.3733995179891,-79.8088187499975,-82.4278794653405
1.00233333333333,-82.270251790532,-79.7970090094837,-82.3087605097291,-82.3662230653876,-79.7984251589347,-82.4202553686013
1.00266666666667,-82.2627674841628,-79.7866657453483,-82.3014677565459,-82.3590362308799,-79.7880235514565,-82.4126205139658
1.003,-82.2552723334139,-79.7763144456825,-82.2941645800821,-82.3518389914076,-79.77761391969,-82.4049748801846
1.00333333333333,-82.2477663155574,-79.7659551024656,-82.2868509573341,-82.3446313238776,-79.7671962557552,-82.3973184459815
1.00366666666667,-82.2402494078378,-79.7555877076705,-82.279526865264,-82.3374132051624,-79.7567705517649,-82.3896511900537
1.004,-82.2327215874716,-79.7452122532628,-82.2721922807989,-82.3301846121,-79.7463367998247,-82.3819730910716
1.00433333333333,-82.2251828316479,-79.7348287312016,-82.2648471808314,-82.3229455214938,-79.7358949920333,-82.3742841276793
1.00466666666667,-82.2176331175281,-79.724437133439,-82.2574915422196,-82.3156959101134,-79.7254451204817,-82.366584278494
1.005,-82.2100724222463,-79.7140374519202,-82.2501253417871,-82.3084357546935,-79.714987177254,-82.3588735221067
1.00533333333333,-82.2025007229091,-79.7036296785834,-82.2427485563231,-82.3011650319351,-79.704521154427,-82.351151837082
1.00566666666667,-82.1949179965959,-79.6932138053601,-82.2353611625825,-82.2938837185049,-79.69404704407,-82.3434192019583
1.006,-82.1873242203589,-79.6827898241746,-82.227963137286,-82.2865917910357,-79.6835648382451,-82.3356755952476
1.00633333333333,-82.1797193712233,-79.6723577269442,-82.22055445712,-82.2792892261263,-79.6730745290071,-82.327920995436
1.00666666666667,-82.1721034261874,-79.6619175055794,-82.213135098737,-82.2719760003416,-79.6625761084033,-82.3201553809835
1.007,-82.1644763622225,-79.6514691519834,-82.2057050387553,-82.2646520902129,-79.6520695684737,-82.3123787303242
1.00733333333333,-82.1568381562732,-79.6410126580524,-82.1982642537595,-82.2573174722376,-79.6415549012507,-82.3045910218663
1.00766666666667,-82.1491887852575,-79.6305480156756,-82.1908127203001,-82.2499721228796,-79.6310320987595,-82.2967922339922
1.008,-82.1415282260669,-79.620075216735,-82.1833504148939,-82.2426160185693,-79.6205011530177,-82.2889823450586
1.00833333333333,-82.1338564555663,-79.6095942531055,-82.175877314024,-82.2352491357034,-79.6099620560352,-82.2811613333969
1.00866666666667,-82.1261734505944,-79.5991051166548,-82.1683933941401,-82.2278714506457,-79.5994147998146,-82.2733291773124
1.009,-82.1184791879635,-79.5886077992433,-82.1608986316579,-82.2204829397263,-79.588859376351,-82.2654858550855
