"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-82.2730981173164,-79.8230444706203,-82.2180274989698,-82.21562900154,-79.7786240319917,-82.300313113123
1.00033333333333,-82.2662642771959,-79.8130719354205,-82.2109333104623,-82.208693511857,-79.7686466123744,-82.2935205423238
1.00066666666667,-82.2594199846163,-79.8030907019303,-82.2038286030948,-82.2017474138248,-79.7586604425542,-82.2867174888534
1.001,-82.2525652165039,-79.7931007637598,-82.1967133544025,-82.194790684664,-79.7486655160288,-82.2799039294224
1.00133333333333,-82.2456999497534,-79.783102114515,-82.189587541893,-82.187823301567,-79.7386618262917,-82.2730798407096
1.00166666666667,-82.2388241612286,-79.7730947477977,-82.1824511430467,-82.1808452416977,-79.7286493668325,-82.2662451993619
1.002,-82.231937827762,-79.7630786572051,-82.1753041353166,-82.1738564821918,-79.718628131136,-82.259399981995
1.00233333333333,-82.2250409261554,-79.7530538363302,-82.1681464961287,-82.1668570001568,-79.7085981126834,-82.252544165193
1.00266666666667,-82.2181334331794,-79.7430202787614,-82.1609782028816,-82.1598467726722,-79.6985593049512,-82.2456777255086
1.003,-82.211215325574,-79.732977978083,-82.1537992329473,-82.1528257767895,-79.6885117014118,-82.2388006394632
1.00333333333333,-82.2042865800484,-79.7229269278747,-82.1466095636708,-82.1457939895324,-79.6784552955331,-82.2319128835471
1.00366666666667,-82.1973471732812,-79.7128671217115,-82.1394091723703,-82.1387513878966,-79.6683900807788,-82.2250144342194
1.004,-82.1903970819206,-79.7027985531643,-82.1321980363371,-82.1316979488505,-79.6583160506081,-82.2181052679083
1.00433333333333,-82.1834362825842,-79.692721215799,-82.1249761328362,-82.1246336493346,-79.6482331984759,-82.2111853610109
1.00466666666667,-82.1764647518593,-79.6826351031774,-82.117743439106,-82.1175584662622,-79.6381415178325,-82.2042546898939
1.005,-82.1694824663029,-79.6725402088564,-82.1104999323586,-82.110472376519,-79.6280410021237,-82.1973132308928
1.00533333333333,-82.1624894024422,-79.6624365263883,-82.1032455897796,-82.1033753569636,-79.6179316447911,-82.1903609603128
1.00566666666667,-82.1554855367739,-79.6523240493207,-82.0959803885286,-82.0962673844274,-79.6078134392714,-82.1833978544286
