"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-81.9914074189204,-79.3492132952199,-82.05041480114,-82.1002761483582,-79.365174948233,-82.0521047564789
1.00033333333333,-81.9835155536641,-79.3386823074168,-82.042706833353,-82.0921852500175,-79.354591968561,-82.0445686676617
1.00066666666667,-81.975612423025,-79.3281435337189,-82.0349878750031,-82.0840827131722,-79.3440012189453,-82.0370215047594
1.001,-81.9676980053449,-79.317596966359,-82.0272579047692,-82.0759685166192,-79.333402691647,-82.0294632446765
1.00133333333333,-81.9597722789462,-79.3070425975626,-82.0195169013061,-82.0678426391412,-79.3227963789201,-82.0218938642925
1.00166666666667,-81.9518352221325,-79.2964804195484,-82.0117648432455,-82.0597050595069,-79.3121822730114,-82.0143133404618
1.002,-81.943886813188,-79.2859104245281,-82.0040017091947,-82.0515557564709,-79.3015603661606,-82.006721650014
1.00233333333333,-81.9359270303781,-79.2753326047063,-81.9962274777378,-82.0433947087742,-79.2909306505999,-81.9991187697541
1.00266666666667,-81.9279558519494,-79.2647469522806,-81.9884421274356,-82.0352218951439,-79.2802931185546,-81.9915046764626
1.003,-81.91997325613,-79.2541534594415,-81.9806456368253,-82.0270372942937,-79.2696477622424,-81.9838793468952
1.00333333333333,-81.9119792211293,-79.2435521183722,-81.9728379844209,-82.0188408849239,-79.258994573874,-81.9762427577836
1.00366666666667,-81.9039737251382,-79.2329429212491,-81.9650191487134,-82.0106326457214,-79.2483335456527,-81.9685948858352
1.004,-81.8959567463293,-79.2223258602411,-81.9571891081705,-82.0024125553598,-79.2376646697742,-81.9609357077332
1.00433333333333,-81.887928262857,-79.2117009275101,-81.9493478412372,-81.9941805925001,-79.2269879384271,-81.9532652001369
1.00466666666667,-81.8798882528577,-79.2010681152108,-81.9414953263353,-81.98593673579,-79.2163033437926,-81.9455833396819
1.005,-81.8718366944498,-79.1904274154906,-81.9336315418642,-81.9776809638646,-79.2056108780444,-81.9378901029797
1.00533333333333,-81.8637735657338,-79.1797788204896,-81.9257564662005,-81.9694132553463,-79.1949105333486,-81.9301854666186
1.00566666666667,-81.8556988447924,-79.1691223223407,-81.9178700776981,-81.9611335888451,-79.1842023018642,-81.9224694071633
1.006,-81.847612509691,-79.1584579131694,-81.9099723546887,-81.9528419429584,-79.1734861757423,-81.914741901155
