"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-82.3021855500029,-79.8441579188536,-82.3270551487777,-82.2624924466555,-79.8443401982333,-82.3467914052118
1.00033333333333,-82.2953148496473,-79.8340407948777,-82.3200153903267,-82.2553548848635,-79.8341860501477,-82.3398614284096
1.00066666666667,-82.2884334019977,-79.8239148259608,-82.3129647528884,-82.2482062899776,-79.8240230869324,-82.3329204664582
1.001,-82.2815411826172,-79.8137800057629,-82.305903212642,-82.2410466385781,-79.8138513020114,-82.3259684949137
1.00133333333333,-82.2746381670355,-79.8036363279385,-82.2988307457369,-82.2338759072181,-79.8036706888032,-82.3190054893012
1.00166666666667,-82.2677243307493,-79.7934837861369,-82.2917473282932,-82.2266940724239,-79.7934812407213,-82.312031425114
1.002,-82.2607996492224,-79.7833223740021,-82.2846529364018,-82.219501110695,-79.7832829511738,-82.3050462778147
1.00233333333333,-82.2538640978855,-79.7731520851727,-82.2775475461244,-82.2122969985044,-79.7730758135637,-82.2980500228344
1.00266666666667,-82.2469176521368,-79.7629729132819,-82.2704311334936,-82.2050817122982,-79.7628598212885,-82.2910426355736
1.003,-82.2399602873417,-79.7527848519575,-82.2633036745133,-82.1978552284962,-79.7526349677405,-82.2840240914016
1.00333333333333,-82.2329919788329,-79.742587894822,-82.2561651451582,-82.1906175234921,-79.7424012463065,-82.2769943656573
1.00366666666667,-82.2260127019109,-79.7323820354922,-82.2490155213746,-82.1833685736529,-79.732158650368,-82.2699534336487
1.004,-82.2190224318438,-79.7221672675795,-82.2418547790801,-82.1761083553201,-79.721907173301,-82.2629012706535
1.00433333333333,-82.2120211438672,-79.7119435846898,-82.2346828941638,-82.1688368448086,-79.7116468084761,-82.2558378519189
1.00466666666667,-82.205008813185,-79.7017109804232,-82.2274998424864,-82.1615540184079,-79.7013775492583,-82.2487631526619
1.005,-82.1979854149686,-79.6914694483744,-82.2203055998803,-82.1542598523816,-79.6910993890072,-82.2416771480694
1.00533333333333,-82.1909509243579,-79.6812189821325,-82.2131001421498,-82.1469543229674,-79.6808123210766,-82.2345798132981
1.00566666666667,-82.1839053164609,-79.6709595752807,-82.2058834450713,-82.1396374063779,-79.670516338815,-82.2274711234749
1.006,-82.1768485663538,-79.6606912213966,-82.1986554843932,-82.1323090787999,-79.660211435565,-82.220351053697
1.00633333333333,-82.1697806490813,-79.6504139140521,-82.191416235836,-82.1249693163954,-79.6498976046638,-82.2132195790317
1.00666666666667,-82.1627015396567,-79.6401276468134,-82.1841656750926,-82.1176180953008,-79.6395748394425,-82.2060766745172
1.007,-82.155611213062,-79.6298324132406,-82.1769037778284,-82.1102553916277,-79.6292431332269,-82.1989223151618
1.00733333333333,-82.1485096442478,-79.6195282068881,-82.1696305196813,-82.1028811814629,-79.6189024793368,-82.1917564759448
1.00766666666667,-82.1413968081339,-79.6092150213047,-82.162345876262,-82.095495440868,-79.6085528710863,-82.1845791318163
1.008,-82.1342726796088,-79.5988928500328,-82.1550498231538,-82.0880981458803,-79.5981943017836,-82.1773902576973
1.00833333333333,-82.1271372335304,-79.5885616866092,-82.1477423359132,-82.0806892725124,-79.587826764731,-82.17018982848
1.00866666666667,-82.1199904447257,-79.5782215245645,-82.1404233900695,-82.0732687967527,-79.577450253225,-82.1629778190279
1.009,-82.1128322879913,-79.5678723574236,-82.1330929611255,-82.0658366945651,-79.5670647605562,-82.1557542041756
1.00933333333333,-82.1056627380931,-79.5575141787049,-82.125751024557,-82.0583929418895,-79.556670280009,-82.1485189587294
1.00966666666667,-82.0984817697668,-79.5471469819211,-82.1183975558134,-82.0509375146415,-79.5462668048621,-82.1412720574673
1.01,-82.0912893577177,-79.5367707605786,-82.1110325303176,-82.0434703887133,-79.535854328388,-82.1340134751388
1.01033333333333,-82.0840854766212,-79.5263855081777,-82.1036559234663,-82.0359915399728,-79.5254328438531,-82.1267431864655
