"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-82.3166554971899,-79.8337007503041,-82.3531053283912,-82.3988131640982,-79.8664011584165,-82.3806014010026
1.00033333333333,-82.3096470039874,-79.8236266495808,-82.3460209395825,-82.3914196550867,-79.8563002511033,-82.3733824373672
1.00066666666667,-82.3026274568789,-79.8135434481756,-82.3389250233674,-82.3840144077046,-79.8461903372306,-82.3661521962161
1.001,-82.2955968333064,-79.8034511416393,-82.3318175576948,-82.3765974006514,-79.8360714122844,-82.3589106555432
1.00133333333333,-82.288555110687,-79.7933497255155,-82.3246985204929,-82.3691686126113,-79.8259434717442,-82.3516577933216
1.00166666666667,-82.2815022664125,-79.7832391953413,-82.3175678896701,-82.3617280222537,-79.8158065110819,-82.3443935875039
1.002,-82.27443827785,-79.7731195466467,-82.3104256431142,-82.3542756082329,-79.8056605257631,-82.3371180160221
1.00233333333333,-82.2673631223419,-79.7629907749551,-82.3032717586935,-82.3468113491885,-79.7955055112459,-82.3298310567879
1.00266666666667,-82.260276777206,-79.7528528757828,-82.2961062142559,-82.3393352237455,-79.7853414629815,-82.3225326876925
1.003,-82.2531792197354,-79.7427058446391,-82.2889289876297,-82.3318472105144,-79.7751683764139,-82.3152228866071
1.00333333333333,-82.2460704271988,-79.7325496770265,-82.2817400566238,-82.3243472880913,-79.7649862469803,-82.3079016313827
1.00366666666667,-82.2389503768409,-79.7223843684402,-82.2745393990273,-82.3168354350581,-79.7547950701102,-82.3005688998506
1.004,-82.2318190458819,-79.7122099143685,-82.2673269926099,-82.3093116299826,-79.7445948412263,-82.293224669822
1.00433333333333,-82.224676411518,-79.7020263102925,-82.2601028151223,-82.3017758514185,-79.7343855557438,-82.2858689190887
1.00466666666667,-82.2175224509216,-79.6918335516862,-82.2528668442957,-82.2942280779059,-79.7241672090709,-82.2785016254227
1.005,-82.2103571412411,-79.6816316340164,-82.2456190578426,-82.286668287971,-79.7139397966081,-82.2711227665766
1.00533333333333,-82.2031804596013,-79.6714205527427,-82.2383594334566,-82.2790964601265,-79.7037033137488,-82.2637323202839
1.00566666666667,-82.1959923831034,-79.6612003033173,-82.2310879488124,-82.2715125728716,-79.6934577558788,-82.2563302642587
1.006,-82.188792888825,-79.6509708811851,-82.2238045815661,-82.2639166046924,-79.6832031183767,-82.248916576196
1.00633333333333,-82.1815819538206,-79.6407322817839,-82.2165093093555,-82.2563085340617,-79.6729393966133,-82.241491233772
1.00666666666667,-82.174359555121,-79.6304845005438,-82.2092021097998,-82.2486883394391,-79.6626665859522,-82.234054214644
1.007,-82.1671256697345,-79.6202275328876,-82.2018829605003,-82.2410559992717,-79.6523846817493,-82.2266054964506
1.00733333333333,-82.159880274646,-79.6099613742306,-82.19455183904,-82.2334114919936,-79.6420936793527,-82.219145056812
1.00766666666667,-82.1526233468175,-79.5996860199806,-82.187208722984,-82.2257547960264,-79.6317935741031,-82.2116728733298
1.008,-82.1453548631886,-79.5894014655378,-82.1798535898795,-82.2180858897791,-79.6214843613334,-82.2041889235873
1.00833333333333,-82.138074800676,-79.5791077062951,-82.1724864172564,-82.2104047516483,-79.611166036369,-82.1966931851497
1.00866666666667,-82.130783136174,-79.5688047376373,-82.1651071826265,-82.2027113600189,-79.6008385945273,-82.1891856355642
1.009,-82.1234798465545,-79.5584925549419,-82.1577158634848,-82.1950056932631,-79.5905020311179,-82.18166625236
1.00933333333333,-82.1161649086672,-79.5481711535786,-82.1503124373085,-82.1872877297417,-79.5801563414426,-82.1741350130486
1.00966666666667,-82.1088382993397,-79.5378405289091,-82.1428968815581,-82.1795574478035,-79.5698015207954,-82.1665918951238
1.01,-82.1014999953776,-79.5275006762877,-82.1354691736769,-82.1718148257856,-79.5594375644623,-82.159036876062
1.01033333333333,-82.0941499735646,-79.5171515910606,-82.1280292910914,-82.1640598420139,-79.5490644677215,-82.151469933322
1.01066666666667,-82.0867882106628,-79.5067932685663,-82.1205772112115,-82.1562924748027,-79.5386822258428,-82.1438910443457
1.011,-82.0794146834127,-79.4964257041351,-82.1131129114303,-82.1485127024552,-79.5282908340885,-82.1363001865576
1.01133333333333,-82.0720293685332,-79.4860488930899,-82.105636369125,-82.1407205032637,-79.5178902877123,-82.1286973373655
1.01166666666667,-82.064632242722,-79.475662830745,-82.0981475616558,-82.1329158555093,-79.5074805819603,-82.12108247416
1.012,-82.0572232826555,-79.4652675124069,-82.0906464663675,-82.1250987374626,-79.4970617120699,-82.1134555743154
1.01233333333333,-82.0498024649893,-79.4548629333742,-82.0831330605884,-82.1172691273835,-79.4866336732707,-82.1058166151892
1.01266666666667,-82.0423697663577,-79.4444490889372,-82.0756073216313,-82.1094270035214,-79.4761964607838,-82.0981655741227
1.013,-82.0349251633746,-79.434025974378,-82.068069226793,-82.1015723441155,-79.4657500698223,-82.0905024284406
1.01333333333333,-82.0274686326329,-79.4235935849707,-82.0605187533551,-82.0937051273947,-79.4552944955907,-82.0828271554518
1.01366666666667,-82.0200001507053,-79.4131519159809,-82.0529558785836,-82.0858253315779,-79.4448297332853,-82.0751397324491
1.014,-82.0125196941439,-79.4027009626662,-82.0453805797292,-82.0779329348742,-79.4343557780938,-82.0674401367093
1.01433333333333,-82.0050272394807,-79.3922407202756,-82.0377928340276,-82.0700279154831,-79.4238726251959,-82.0597283454937
1.01466666666667,-81.9975227632275,-79.38177118405,-82.0301926186998,-82.0621102515941,-79.4133802697622,-82.052004336048
1.015,-81.9900062418762,-79.3712923492218,-82.0225799109514,-82.0541799213878,-79.4028787069552,-82.0442680856024
1.01533333333333,-81.982477651899,-79.3608042110147,-82.014954687974,-82.0462369030351,-79.3923679319288,-82.0365195713718
1.01566666666667,-81.9749369697482,-79.3503067646444,-82.0073169269443,-82.0382811746981,-79.3818479398281,-82.0287587705562
1.016,-81.9673841718568,-79.3398000053177,-81.9996666050248,-82.0303127145298,-79.3713187257897,-82.0209856603402
1.01633333333333,-81.9598192346382,-79.3292839282329,-81.9920036993637,-82.0223315006744,-79.3607802849414,-82.013200217894
1.01666666666667,-81.9522421344868,-79.3187585285797,-81.9843281870953,-82.0143375112674,-79.3502326124024,-82.0054024203728
1.017,-81.9446528477777,-79.3082238015393,-81.9766400453399,-82.0063307244357,-79.3396757032829,-81.9975922449175
1.01733333333333,-81.9370513508671,-79.297679742284,-81.9689392512043,-81.9983111182982,-79.3291095526846,-81.9897696686544
1.01766666666667,-81.9294376200925,-79.2871263459774,-81.9612257817813,-81.9902786709653,-79.3185341557001,-81.9819346686955
1.018,-81.9218116317726,-79.2765636077744,-81.9534996141508,-81.9822333605393,-79.3079495074132,-81.9740872221391
