"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-82.0875394540853,-79.6846246511133,-82.1386859359478,-82.1532910520785,-79.6792486965795,-82.1155491430583
1.00033333333333,-82.0801432593372,-79.6738229668393,-82.1312187090534,-82.1457842648263,-79.6684468093139,-82.1079418654668
1.00066666666667,-82.0727361674482,-79.6630140509234,-82.123740451764,-82.1382664901887,-79.6576376954402,-82.100323441845
1.001,-82.0653181553238,-79.6521978957263,-82.1162511410893,-82.1307377053531,-79.6468213473443,-82.0926938496604
1.00133333333333,-82.0578891998457,-79.641374493601,-82.1087507540168,-82.123197887485,-79.6359977574044,-82.0850530663612
1.00166666666667,-82.0504492778721,-79.6305438368931,-82.101239267512,-82.1156470137283,-79.6251669179912,-82.0774010693764
1.002,-82.042998366238,-79.61970591794,-82.093716658519,-82.1080850612046,-79.6143288214675,-82.0697378361162
1.00233333333333,-82.0355364417547,-79.6088607290718,-82.0861829039598,-82.1005120070142,-79.6034834601886,-82.0620633439716
1.00266666666667,-82.0280634812108,-79.5980082626106,-82.0786379807352,-82.0929278282359,-79.5926308265019,-82.0543775703149
1.003,-82.0205794613716,-79.5871485108708,-82.0710818657244,-82.0853325019271,-79.5817709127472,-82.0466804924999
1.00333333333333,-82.0130843589795,-79.576281466159,-82.0635145357854,-82.0777260051238,-79.5709037112563,-82.0389720878619
1.00366666666667,-82.0055781507543,-79.5654071207738,-82.055935967755,-82.070108314841,-79.5600292143535,-82.0312523337177
1.004,-81.998060813393,-79.5545254670062,-82.0483461384492,-82.0624794080726,-79.549147414355,-82.023521207366
1.00433333333333,-81.99053232357,-79.5436364971391,-82.0407450246628,-82.0548392617918,-79.5382583035692,-82.0157786860873
1.00466666666667,-81.9829926579375,-79.5327402034476,-82.0331326031702,-82.0471878529507,-79.5273618742968,-82.008024747144
1.005,-81.9754417931253,-79.5218365781988,-82.0255088507248,-82.0395251584813,-79.5164581188304,-82.000259367781
1.00533333333333,-81.9678797057411,-79.510925613652,-82.0178737440599,-82.0318511552946,-79.5055470294547,-81.9924825252252
1.00566666666667,-81.9603063723706,-79.5000073020583,-82.0102272598882,-82.0241658202815,-79.4946285984465,-81.984694196686
1.006,-81.9527217695774,-79.489081635661,-82.0025693749022,-82.0164691303126,-79.4837028180747,-81.9768943593556
1.00633333333333,-81.9451258739037,-79.4781486066951,-81.9949000657745,-82.0087610622385,-79.4727696806001,-81.9690829904084
1.00666666666667,-81.9375186618698,-79.4672082073879,-81.9872193091576,-82.0010415928897,-79.4618291782754,-81.9612600670021
1.007,-81.9299001099746,-79.4562604299582,-81.9795270816843,-81.993310699077,-79.4508813033455,-81.9534255662772
1.00733333333333,-81.9222701946957,-79.4453052666172,-81.9718233599676,-81.9855683575913,-79.4399260480469,-81.9455794653574
1.00766666666667,-81.9146288924894,-79.4343427095674,-81.964108120601,-81.9778145452041,-79.4289634046083,-81.9377217413495
1.008,-81.9069761797909,-79.4233727510037,-81.9563813401588,-81.9700492386674,-79.41799336525,-81.9298523713438
1.00833333333333,-81.8993120330146,-79.4123953831124,-81.9486429951958,-81.9622724147141,-79.4070159221845,-81.9219713324141
1.00866666666667,-81.8916364285538,-79.4014105980717,-81.9408930622479,-81.9544840500576,-79.3960310676158,-81.914078601618
1.009,-81.8839493427814,-79.3904183880518,-81.9331315178318,-81.9466841213926,-79.3850387937398,-81.9061741559967
1.00933333333333,-81.8762507520496,-79.3794187452143,-81.9253583384457,-81.9388726053948,-79.3740390927442,-81.8982579725755
1.00966666666667,-81.8685406326902,-79.3684116617127,-81.9175735005688,-81.931049478721,-79.3630319568085,-81.8903300283638
1.01,-81.8608189610149,-79.3573971296922,-81.909776980662,-81.9232147180097,-79.3520173781038,-81.8823903003554
1.01033333333333,-81.853085713315,-79.3463751412897,-81.9019687551677,-81.9153682998807,-79.340995348793,-81.874438765528
1.01066666666667,-81.8453408658621,-79.3353456886335,-81.89414880051,-81.9075102009357,-79.3299658610306,-81.8664754008445
1.011,-81.8375843949079,-79.3243087638438,-81.886317093095,-81.899640397758,-79.3189289069628,-81.8585001832519
1.01133333333333,-81.829816276684,-79.3132643590322,-81.8784736093109,-81.8917588669131,-79.3078844787273,-81.8505130896825
1.01166666666667,-81.8220364874032,-79.302212466302,-81.870618325528,-81.8838655849484,-79.2968325684537,-81.8425140970533
1.012,-81.8142450032582,-79.2911530777479,-81.8627512180988,-81.8759605283936,-79.2857731682627,-81.8345031822664
1.01233333333333,-81.8064418004229,-79.2800861854562,-81.8548722633587,-81.868043673761,-79.274706270267,-81.8264803222094
1.01266666666667,-81.7986268550517,-79.2690117815047,-81.8469814376253,-81.8601149975451,-79.2636318665704,-81.8184454937552
1.013,-81.7908001432804,-79.2579298579626,-81.8390787171992,-81.8521744762235,-79.2525499492686,-81.8103986737622
1.01333333333333,-81.7829616412256,-79.2468404068905,-81.8311640783641,-81.8442220862563,-79.2414605104484,-81.8023398390746
1.01366666666667,-81.7751113249857,-79.2357434203404,-81.8232374973865,-81.8362578040868,-79.2303635421883,-81.7942689665227
1.014,-81.76724917064,-79.2246388903558,-81.8152989505164,-81.8282816061413,-79.2192590365579,-81.7861860329223
1.01433333333333,-81.7593751542499,-79.2135268089714,-81.8073484139869,-81.8202934688295,-79.2081469856186,-81.7780910150759
1.01466666666667,-81.7514892518584,-79.2024071682133,-81.799385864015,-81.8122933685445,-79.1970273814228,-81.7699838897721
1.015,-81.7435914394903,-79.1912799600989,-81.7914112768012,-81.8042812816629,-79.1859002160143,-81.761864633786
1.01533333333333,-81.7356816931527,-79.1801451766368,-81.78342462853,-81.7962571845452,-79.1747654814283,-81.7537332238794
1.01566666666667,-81.7277599888347,-79.169002809827,-81.7754258953698,-81.7882210535358,-79.1636231696912,-81.7455896368008
1.016,-81.719826302508,-79.1578528516605,-81.7674150534733,-81.7801728649628,-79.1524732728208,-81.7374338492858
1.01633333333333,-81.7118806101268,-79.1466952941195,-81.7593920789774,-81.772112595139,-79.1413157828257,-81.7292658380571
1.01666666666667,-81.7039228876278,-79.1355301291777,-81.7513569480037,-81.7640402203612,-79.1301506917062,-81.7210855798245
1.017,-81.6959531109307,-79.1243573487994,-81.7433096366582,-81.7559557169109,-79.1189779914534,-81.7128930512853
1.01733333333333,-81.6879712559382,-79.1131769449404,-81.735250121032,-81.7478590610541,-79.1077976740496,-81.7046882291245
1.01766666666667,-81.6799772985362,-79.1019889095474,-81.7271783772009,-81.7397502290418,-79.0966097314684,-81.6964710900147
1.018,-81.6719712145937,-79.0907932345582,-81.7190943812261,-81.7316291971099,-79.0854141556744,-81.6882416106165
1.01833333333333,-81.6639529799636,-79.0795899119016,-81.710998109154,-81.7234959414793,-79.0742109386229,-81.6799997675785
1.01866666666667,-81.6559225704819,-79.0683789334974,-81.7028895370164,-81.7153504383565,-79.0630000722607,-81.6717455375376
1.019,-81.6478799619689,-79.0571602912563,-81.6947686408307,-81.7071926639331,-79.0517815485255,-81.6634788971191
1.01933333333333,-81.6398251302285,-79.0459339770801,-81.6866353966004,-81.6990225943867,-79.0405553593456,-81.6551998229367
1.01966666666667,-81.6317580510489,-79.0346999828614,-81.6784897803146,-81.6908402058803,-79.0293214966407,-81.6469082915928
1.02,-81.6236787002025,-79.0234583004835,-81.6703317679487,-81.6826454745631,-79.0180799523211,-81.6386042796788
1.02033333333333,-81.6155870534462,-79.0122089218208,-81.6621613354644,-81.6744383765702,-79.0068307182881,-81.6302877637753
1.02066666666667,-81.6074830865216,-79.0009518387386,-81.6539784588098,-81.6662188880232,-78.9955737864338,-81.6219587204518
1.021,-81.5993667751548,-78.9896870430925,-81.6457831139196,-81.6579869850299,-78.9843091486413,-81.6136171262672
1.02133333333333,-81.5912380950571,-78.9784145267294,-81.6375752767154,-81.6497426436849,-78.9730367967842,-81.6052629577701
1.02166666666667,-81.5830970219248,-78.9671342814867,-81.6293549231058,-81.6414858400693,-78.961756722727,-81.5968961914986
1.022,-81.5749435314394,-78.9558462991924,-81.6211220289863,-81.6332165502513,-78.950468918325,-81.5885168039809
1.02233333333333,-81.5667775992681,-78.9445505716655,-81.6128765702399,-81.6249347502861,-78.9391733754242,-81.5801247717351
1.02266666666667,-81.5585992010634,-78.9332470907152,-81.6046185227371,-81.6166404162164,-78.927870085861,-81.5717200712693
1.023,-81.5504083124637,-78.9219358481416,-81.5963478623359,-81.6083335240718,-78.9165590414629,-81.5633026790824
1.02333333333333,-81.5422049090935,-78.9106168357354,-81.5880645648823,-81.6000140498701,-78.9052402340477,-81.5548725716635
1.02366666666667,-81.5339889665631,-78.8992900452777,-81.5797686062102,-81.5916819696163,-78.8939136554237,-81.5464297254926
1.024,-81.5257604604694,-78.8879554685403,-81.5714599621415,-81.5833372593037,-78.8825792973902,-81.5379741170404
1.02433333333333,-81.5175193663956,-78.8766130972853,-81.5631386084868,-81.5749798949136,-78.8712371517366,-81.5295057227687
1.02466666666667,-81.5092656599115,-78.8652629232654,-81.5548045210451,-81.5666098524155,-78.8598872102429,-81.5210245191307
1.025,-81.5009993165739,-78.8539049382237,-81.5464576756038,-81.5582271077674,-78.8485294646796,-81.5125304825708
1.02533333333333,-81.4927203119263,-78.8425391338938,-81.5380980479395,-81.5498316369159,-78.8371639068078,-81.504023589525
1.02566666666667,-81.4844286214996,-78.8311655019994,-81.5297256138179,-81.5414234157963,-78.8257905283787,-81.495503816421
1.026,-81.4761242208119,-78.8197840342549,-81.5213403489936,-81.5330024203329,-78.814409321134,-81.4869711396786
1.02633333333333,-81.4678070853688,-78.8083947223647,-81.5129422292108,-81.5245686264393,-78.8030202768059,-81.4784255357095
1.02666666666667,-81.4594771906638,-78.7969975580236,-81.5045312302034,-81.5161220100181,-78.7916233871166,-81.4698669809176
1.027,-81.4511345121778,-78.7855925329168,-81.4961073276948,-81.5076625469616,-78.780218643779,-81.4612954516994
1.02733333333333,-81.4427790253802,-78.7741796387195,-81.4876704973985,-81.4991902131518,-78.7688060384958,-81.452710924444
1.02766666666667,-81.4344107057286,-78.7627588670972,-81.4792207150183,-81.4907049844602,-78.7573855629603,-81.4441133755332
1.028,-81.4260295286685,-78.7513302097055,-81.4707579562479,-81.4822068367486,-78.7459572088557,-81.4355027813418
1.02833333333333,-81.4176354696346,-78.7398936581902,-81.4622821967718,-81.473695745869,-78.7345209678555,-81.4268791182378
1.02866666666667,-81.4092285040498,-78.7284492041872,-81.453793412265,-81.4651716876635,-78.7230768316234,-81.4182423625823
1.029,-81.4008086073265,-78.7169968393223,-81.4452915783936,-81.4566346379651,-78.7116247918131,-81.4095924907302
1.02933333333333,-81.3923757548658,-78.7055365552115,-81.4367766708144,-81.4480845725972,-78.7001648400683,-81.4009294790299
1.02966666666667,-81.3839299220582,-78.6940683434609,-81.4282486651758,-81.4395214673742,-78.6886969680228,-81.3922533038235
1.03,-81.3754710842838,-78.6825921956663,-81.4197075371173,-81.4309452981017,-78.6772211673005,-81.3835639414476
1.03033333333333,-81.3669992169123,-78.6711081034136,-81.4111532622701,-81.4223560405765,-78.6657374295151,-81.3748613682325
1.03066666666667,-81.3585142953033,-78.6596160582785,-81.4025858162572,-81.4137536705866,-78.6542457462704,-81.3661455605031
1.031,-81.3500162948062,-78.6481160518268,-81.3940051746937,-81.4051381639121,-78.6427461091599,-81.3574164945791
1.03133333333333,-81.341505190761,-78.6366080756138,-81.3854113131866,-81.3965094963245,-78.6312385097672,-81.3486741467746
1.03166666666667,-81.3329809584979,-78.625092121185,-81.3768042073354,-81.3878676435874,-78.6197229396657,-81.3399184933988
1.032,-81.3244435733377,-78.6135681800753,-81.3681838327322,-81.3792125814568,-78.6081993904184,-81.331149510756
1.03233333333333,-81.3158930105921,-78.6020362438097,-81.3595501649616,-81.3705442856806,-78.5966678535783,-81.3223671751459
1.03266666666667,-81.3073292455637,-78.5904963039026,-81.3509031796015,-81.3618627319998,-78.585128320688,-81.3135714628635
1.033,-81.2987522535463,-78.5789483518582,-81.3422428522223,-81.3531678961476,-78.57358078328,-81.3047623501996
1.03333333333333,-81.2901620098249,-78.5673923791704,-81.3335691583884,-81.3444597538506,-78.5620252328762,-81.2959398134409
1.03366666666667,-81.2815584896762,-78.5558283773228,-81.3248820736572,-81.3357382808281,-78.5504616609885,-81.28710382887
1.034,-81.2729416683688,-78.5442563377882,-81.31618157358,-81.3270034527928,-78.5388900591181,-81.2782543727657
1.03433333333333,-81.2643115211629,-78.5326762520295,-81.3074676337018,-81.3182552454511,-78.5273104187559,-81.2693914214034
1.03466666666667,-81.255668023311,-78.5210881114985,-81.2987402295619,-81.3094936345029,-78.5157227313823,-81.2605149510551
1.035,-81.2470111500578,-78.5094919076371,-81.2899993366937,-81.3007185956418,-78.5041269884674,-81.2516249379894
1.03533333333333,-81.2383408766408,-78.4978876318761,-81.2812449306251,-81.2919301045557,-78.4925231814705,-81.2427213584719
1.03566666666667,-81.2296571782898,-78.4862752756361,-81.2724769868785,-81.2831281369266,-78.4809113018405,-81.2338041887656
1.036,-81.2209600302278,-78.4746548303269,-81.2636954809716,-81.274312668431,-78.4692913410158,-81.2248734051305
1.03633333333333,-81.2122494076707,-78.4630262873477,-81.2549003884166,-81.26548367474,-78.457663290424,-81.2159289838243
1.03666666666667,-81.2035252858278,-78.451389638087,-81.2460916847213,-81.2566411315194,-78.4460271414821,-81.2069709011026
1.037,-81.1947876399019,-78.4397448739225,-81.2372693453888,-81.2477850144302,-78.4343828855965,-81.1979991332185
1.03733333333333,-81.1860364450894,-78.4280919862214,-81.2284333459178,-81.2389152991284,-78.4227305141627,-81.1890136564237
1.03766666666667,-81.1772716765805,-78.4164309663397,-81.2195836618029,-81.2300319612654,-78.4110700185656,-81.1800144469678
1.038,-81.1684933095598,-78.404761805623,-81.2107202685347,-81.2211349764883,-78.3994013901793,-81.171001481099
1.03833333333333,-81.1597013192058,-78.3930844954057,-81.2018431416002,-81.2122243204399,-78.3877246203669,-81.1619747350642
1.03866666666667,-81.1508956806917,-78.3813990270116,-81.1929522564825,-81.2032999687589,-78.3760397004809,-81.1529341851093
1.039,-81.1420763691853,-78.3697053917533,-81.1840475886616,-81.1943618970804,-78.3643466218628,-81.1438798074789
1.03933333333333,-81.1332433598492,-78.3580035809326,-81.1751291136142,-81.1854100810355,-78.3526453758429,-81.1348115784172
1.03966666666667,-81.1243966278413,-78.3462935858403,-81.1661968068141,-81.1764444962522,-78.3409359537411,-81.1257294741676
1.04,-81.1155361483145,-78.3345753977561,-81.1572506437323,-81.167465118355,-78.3292183468657,-81.1166334709734
1.04033333333333,-81.1066618964173,-78.3228490079487,-81.1482905998372,-81.1584719229654,-78.3174925465144,-81.1075235450774
1.04066666666667,-81.097773847294,-78.3111144076756,-81.1393166505949,-81.1494648857022,-78.3057585439736,-81.0983996727226
1.041,-81.0888719760845,-78.2993715881832,-81.1303287714694,-81.1404439821813,-78.2940163305186,-81.0892618301522
1.04133333333333,-81.079956257925,-78.2876205407068,-81.1213269379226,-81.1314091880162,-78.2822658974138,-81.0801099936098
1.04166666666667,-81.071026667948,-78.2758612564703,-81.1123111254147,-81.1223604788184,-78.270507235912,-81.0709441393396
1.042,-81.0620831812823,-78.2640937266867,-81.1032813094043,-81.1132978301969,-78.2587403372552,-81.0617642435866
1.04233333333333,-81.0531257730537,-78.2523179425574,-81.0942374653489,-81.1042212177591,-78.2469651926739,-81.0525702825967
1.04266666666667,-81.0441544183845,-78.2405338952725,-81.0851795687045,-81.0951306171108,-78.2351817933874,-81.0433622326171
1.043,-81.0351690923945,-78.228741576011,-81.0761075949264,-81.086026003856,-78.2233901306037,-81.0341400698963
1.04333333333333,-81.0261697702006,-78.2169409759401,-81.0670215194692,-81.0769073535979,-78.2115901955194,-81.0249037706844
1.04366666666667,-81.0171564269172,-78.2051320862161,-81.0579213177868,-81.0677746419382,-78.1997819793197,-81.0156533112334
1.044,-81.0081290376564,-78.1933148979833,-81.0488069653329,-81.058627844478,-78.1879654731783,-81.0063886677969
1.04433333333333,-80.9990875775286,-78.1814894023748,-81.0396784375611,-81.0494669368176,-78.1761406682576,-80.9971098166311
1.04466666666667,-80.9900320216418,-78.1696555905122,-81.0305357099251,-81.0402918945569,-78.1643075557084,-80.9878167339943
1.045,-80.9809623451028,-78.1578134535053,-81.0213787578788,-81.0311026932956,-78.15246612667,-80.9785093961474
1.04533333333333,-80.9718785230166,-78.1459629824525,-81.0122075568768,-81.0218993086332,-78.14061637227,-80.9691877793541
1.04566666666667,-80.9627805304873,-78.1341041684405,-81.0030220823743,-81.0126817161695,-78.1287582836246,-80.959851859881
1.046,-80.9536683426177,-78.1222370025442,-80.9938223098273,-81.0034498915045,-78.1168918518381,-80.9505016139978
