"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-82.0615349088987,-79.5603442768009,-82.1589090190142,-82.117401232509,-79.5622623613463,-82.0744047575214
1.00033333333333,-82.0540397116383,-79.549693142323,-82.1512620343746,-82.1099279569162,-79.5516275432718,-82.0668982858984
1.00066666666667,-82.0465336001501,-79.5390349413913,-82.1436039731437,-82.1024437991043,-79.54098570024,-82.0593806878144
1.001,-82.0390165531528,-79.52836966709,-82.1359348145839,-82.0949487377774,-79.5303368254383,-82.0518519418702
1.00133333333333,-82.0314885493502,-79.517697312497,-82.1282545379459,-82.0874427516233,-79.5196809120476,-82.0443120266528
1.00166666666667,-82.023949567431,-79.5070178706835,-82.1205631224679,-82.079925819314,-79.5090179532427,-82.0367609207357
1.002,-82.0163995860691,-79.4963313347142,-82.1128605473763,-82.0723979195053,-79.4983479421915,-82.0291986026788
1.00233333333333,-82.0088385839235,-79.4856376976474,-82.1051467918856,-82.0648590308374,-79.4876708720558,-82.0216250510288
1.00266666666667,-82.0012665396388,-79.4749369525347,-82.0974218351987,-82.0573091319348,-79.4769867359906,-82.014040244319
1.003,-81.993683431845,-79.4642290924211,-82.0896856565065,-82.0497482014065,-79.4662955271445,-82.0064441610696
1.00333333333333,-81.9860892391579,-79.4535141103449,-82.0819382349889,-82.0421762178459,-79.4555972386596,-81.998836779788
1.00366666666667,-81.978483940179,-79.4427919993379,-82.0741795498142,-82.0345931598315,-79.4448918636713,-81.9912180789686
1.004,-81.9708675134959,-79.4320627524252,-82.0664095801395,-82.0269990059264,-79.4341793953086,-81.9835880370932
1.00433333333333,-81.9632399376819,-79.421326362625,-82.058628305111,-82.0193937346787,-79.4234598266937,-81.9759466326311
1.00466666666667,-81.9556011912967,-79.4105828229489,-82.0508357038637,-82.0117773246216,-79.4127331509421,-81.9682938440393
1.005,-81.9479512528866,-79.399832126402,-82.0430317555222,-82.0041497542738,-79.4019993611629,-81.9606296497624
1.00533333333333,-81.9402901009838,-79.3890742659822,-82.0352164391999,-81.9965110021391,-79.3912584504584,-81.9529540282328
1.00566666666667,-81.9326177141076,-79.378309234681,-82.0273897340003,-81.9888610467069,-79.3805104119239,-81.9452669578712
1.006,-81.9249340707637,-79.3675370254827,-82.0195516190159,-81.9811998664522,-79.3697552386485,-81.9375684170864
1.00633333333333,-81.9172391494449,-79.3567576313651,-82.0117020733293,-81.9735274398359,-79.3589929237141,-81.9298583842752
1.00666666666667,-81.9095329286308,-79.345971045299,-82.0038410760131,-81.9658437453047,-79.348223460196,-81.9221368378234
1.007,-81.9018153867884,-79.3351772602482,-81.9959686061295,-81.9581487612914,-79.3374468411627,-81.9144037561051
