"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-82.1872308613979,-79.7162080763802,-82.1143003754506,-82.1756250114417,-79.7123078330917,-82.2168822977747
1.00033333333333,-82.1805122610594,-79.7061225133743,-82.1076365494117,-82.1686755464266,-79.7022497729327,-82.2099634150898
1.00066666666667,-82.1737825095809,-79.6960279081853,-82.1009618556936,-82.1617149429406,-79.6921826584435,-82.2030332185253
1.001,-82.1670415830359,-79.6859242554429,-82.0942762706291,-82.154743177757,-79.6821064842299,-82.1960916849152
1.00133333333333,-82.1602894574663,-79.675811549771,-82.0875797705174,-82.1477602276214,-79.6720212448915,-82.1891387910659
1.00166666666667,-82.1535261088823,-79.665689785787,-82.0808723316241,-82.1407660692513,-79.6619269350224,-82.1821745137567
1.002,-82.1467515132632,-79.6555589581026,-82.0741539301816,-82.1337606793369,-79.6518235492105,-82.17519882974
1.00233333333333,-82.1399656465567,-79.645419061323,-82.0674245423889,-82.126744034541,-79.6417110820379,-82.1682117157409
1.00266666666667,-82.1331684846798,-79.6352700900474,-82.0606841444119,-82.1197161114986,-79.6315895280806,-82.161213148458
1.003,-82.126360003518,-79.6251120388686,-82.0539327123834,-82.1126768868178,-79.6214588819089,-82.1542031045629
1.00333333333333,-82.1195401789264,-79.6149449023732,-82.0471702224032,-82.1056263370792,-79.6113191380865,-82.1471815607007
1.00366666666667,-82.1127089867289,-79.6047686751415,-82.0403966505381,-82.0985644388366,-79.6011702911717,-82.1401484934901
1.004,-82.1058664027192,-79.5945833517473,-82.0336119728222,-82.0914911686167,-79.591012335716,-82.1331038795232
1.00433333333333,-82.0990124026602,-79.5843889267583,-82.0268161652569,-82.0844065029193,-79.5808452662653,-82.1260476953659
1.00466666666667,-82.0921469622844,-79.5741853947354,-82.020009203811,-82.0773104182177,-79.570669077359,-82.1189799175582
1.005,-82.0852700572939,-79.5639727502334,-82.0131910644206,-82.0702028909584,-79.5604837635303,-82.1119005226137
1.00533333333333,-82.0783816633609,-79.5537509878003,-82.0063617229897,-82.0630838975613,-79.5502893193062,-82.1048094870203
1.00566666666667,-82.0714817561273,-79.5435201019778,-81.9995211553899,-82.0559534144203,-79.5400857392075,-82.0977067872403
1.006,-82.0645703112052,-79.5332800873009,-81.9926693374604,-82.0488114179025,-79.5298730177484,-82.0905923997099
1.00633333333333,-82.0576473041767,-79.523030938298,-81.9858062450085,-82.0416578843494,-79.519651149437,-82.0834663008403
1.00666666666667,-82.0507127105944,-79.5127726494909,-81.9789318538094,-82.034492790076,-79.5094201287748,-82.0763284670169
1.007,-82.0437665059813,-79.5025052153946,-81.9720461396066,-82.0273161113717,-79.499179950257,-82.0691788746
1.00733333333333,-82.0368086658308,-79.4922286305176,-81.9651490781116,-82.0201278245,-79.4889306083723,-82.0620174999247
1.00766666666667,-82.0298391656071,-79.4819428893615,-81.9582406450043,-82.0129279056986,-79.4786720976026,-82.0548443193012
1.008,-82.0228579807452,-79.4716479864211,-81.9513208159331,-82.00571633118,-79.4684044124238,-82.0476593090145
1.00833333333333,-82.015865086651,-79.4613439161844,-81.9443895665148,-81.9984930771309,-79.4581275473046,-82.0404624453253
1.00866666666667,-82.0088604587014,-79.4510306731326,-81.937446872335,-81.9912581197129,-79.4478414967075,-82.0332537044693
1.009,-82.0018440722446,-79.4407082517399,-81.930492708948,-81.9840114350623,-79.4375462550881,-82.0260330626578
1.00933333333333,-81.9948159026001,-79.4303766464735,-81.9235270518769,-81.9767529992906,-79.4272418168955,-82.0188004960778
1.00966666666667,-81.9877759250588,-79.4200358517938,-81.9165498766139,-81.9694827884841,-79.416928176572,-82.0115559808921
1.01,-81.9807241148832,-79.4096858621542,-81.9095611586203,-81.9622007787044,-79.4066053285529,-82.0042994932392
