"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-82.4341207932464,-80.0740130192613,-82.4567231270927,-82.4038232715063,-80.0661702745384,-82.4413868695189
1.00033333333333,-82.427428848241,-80.0635194088716,-82.4498099730869,-82.396855663491,-80.0556711111017,-82.4344810684442
1.00066666666667,-82.4207266405397,-80.0530184504763,-82.4428862562288,-82.3898774777668,-80.0451645808295,-82.4275648333848
1.001,-82.4140141475765,-80.0425101370562,-82.43595195413,-82.382888692509,-80.0346506766649,-82.4206381420847
1.00133333333333,-82.4072913467538,-80.0319944615851,-82.4290070443745,-82.3758892858664,-80.0241293915438,-82.4137009722596
1.00166666666667,-82.4005582154413,-80.0214714170306,-82.4220515045183,-82.3688792359616,-80.013600718396,-82.406753301597
1.002,-82.3938147309774,-80.0109409963532,-82.4150853120902,-82.3618585208906,-80.003064650144,-82.399795107756
1.00233333333333,-82.3870608706681,-80.0004031925072,-82.4081084445911,-82.3548271187236,-79.9925211797041,-82.3928263683675
1.00266666666667,-82.3802966117878,-79.9898579984399,-82.4011208794946,-82.3477850075046,-79.9819702999855,-82.3858470610344
1.003,-82.3735219315791,-79.9793054070919,-82.3941225942473,-82.3407321652513,-79.9714120038908,-82.3788571633316
1.00333333333333,-82.366736807253,-79.9687454113973,-82.3871135662681,-82.3336685699559,-79.9608462843155,-82.3718566528063
1.00366666666667,-82.3599412159889,-79.958178004283,-82.3800937729492,-82.3265941995845,-79.9502731341487,-82.3648455069778
1.004,-82.3531351349348,-79.9476031786695,-82.3730631916555,-82.3195090320776,-79.9396925462724,-82.3578237033376
1.00433333333333,-82.3463185412071,-79.9370209274703,-82.366021799725,-82.3124130453501,-79.9291045135615,-82.3507912193497
1.00466666666667,-82.3394914118911,-79.9264312435922,-82.3589695744692,-82.3053062172915,-79.9185090288844,-82.3437480324506
1.005,-82.3326537240407,-79.9158341199349,-82.3519064931725,-82.2981885257655,-79.9079060851024,-82.3366941200494
1.00533333333333,-82.3258054546789,-79.9052295493914,-82.3448325330929,-82.2910599486109,-79.8972956750697,-82.329629459528
1.00566666666667,-82.3189465807974,-79.8946175248476,-82.337747671462,-82.2839204636411,-79.8866777916338,-82.3225540282408
1.006,-82.312077079357,-79.8839980391828,-82.3306518854847,-82.2767700486444,-79.8760524276349,-82.3154678035155
1.00633333333333,-82.3051969272878,-79.8733710852689,-82.3235451523399,-82.2696086813841,-79.8654195759063,-82.3083707626525
1.00666666666667,-82.2983061014889,-79.8627366559712,-82.3164274491801,-82.2624363395984,-79.8547792292743,-82.3012628829253
1.007,-82.2914045788288,-79.8520947441477,-82.309298753132,-82.2552530010011,-79.844131380558,-82.2941441415807
1.00733333333333,-82.2844923361456,-79.8414453426495,-82.3021590412962,-82.248058643281,-79.8334760225695,-82.2870145158388
1.00766666666667,-82.2775693502465,-79.8307884443206,-82.2950082907472,-82.2408532441023,-79.8228131481137,-82.2798739828931
1.008,-82.2706355979087,-79.8201240419978,-82.2878464785342,-82.2336367811049,-79.8121427499882,-82.2727225199105
1.00833333333333,-82.2636910558788,-79.809452128511,-82.2806735816804,-82.2264092319041,-79.8014648209837,-82.2655601040316
1.00866666666667,-82.2567357008734,-79.7987726966827,-82.2734895771837,-82.219170574091,-79.7907793538835,-82.2583867123707
1.009,-82.2497695095788,-79.7880857393285,-82.2662944420165,-82.2119207852326,-79.7800863414637,-82.2512023220158
1.00933333333333,-82.2427924586514,-79.7773912492566,-82.259088153126,-82.2046598428718,-79.7693857764932,-82.2440069100291
1.00966666666667,-82.2358045247176,-79.7666892192681,-82.251870687434,-82.1973877245274,-79.7586776517333,-82.2368004534466
1.01,-82.2288056843742,-79.7559796421567,-82.2446420218375,-82.1901044076947,-79.7479619599385,-82.2295829292785
1.01033333333333,-82.221795914188,-79.7452625107089,-82.2374021332084,-82.1828098698449,-79.7372386938555,-82.2223543145093
1.01066666666667,-82.2147751906964,-79.734537817704,-82.2301509983939,-82.1755040884258,-79.7265078462239,-82.2151145860978
1.011,-82.2077434904071,-79.7238055559138,-82.2228885942162,-82.1681870408616,-79.7157694097758,-82.2078637209773
1.01133333333333,-82.2007007897985,-79.7130657181029,-82.2156148974731,-82.1608587045532,-79.7050233772358,-82.2006016960557
1.01166666666667,-82.1936470653197,-79.7023182970285,-82.2083298849381,-82.1535190568781,-79.6942697413212,-82.1933284882155
1.012,-82.1865822933906,-79.6915632854401,-82.20103353336,-82.1461680751908,-79.6835084947418,-82.1860440743142
1.01233333333333,-82.179506450402,-79.6808006760803,-82.1937258194636,-82.1388057368225,-79.6727396301997,-82.178748431184
