"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-82.0319114423013,-79.4578663091163,-82.0633923412098,-82.1036309541598,-79.4648921127664,-82.0716724249148
1.00033333333333,-82.0246588378281,-79.447693397923,-82.0558338956443,-82.0962082533245,-79.4546978022906,-82.0643630786049
1.00066666666667,-82.017394302565,-79.4375111355119,-82.0482636492081,-82.0887739040356,-79.4444941543226,-82.0570418509858
1.001,-82.0101178131757,-79.427319516738,-82.0406815794732,-82.0813278832234,-79.4342811636715,-82.0497087190099
1.00133333333333,-82.0028293463038,-79.4171185364501,-82.0330876639942,-82.0738701677983,-79.4240588251404,-82.0423636596097
1.00166666666667,-81.9955288785721,-79.406908189491,-82.0254818803086,-82.0664007346506,-79.4138271335263,-82.0350066496979
1.002,-81.988216386583,-79.3966884706977,-82.017864205937,-82.0589195606509,-79.4035860836197,-82.0276376661677
1.00233333333333,-81.9808918469187,-79.3864593749011,-82.0102346183828,-82.0514266226499,-79.3933356702054,-82.0202566858927
1.00266666666667,-81.9735552361413,-79.3762208969261,-82.002593095133,-82.043921897479,-79.3830758880617,-82.012863685727
1.003,-81.9662065307929,-79.3659730315914,-81.9949396136579,-82.0364053619498,-79.3728067319607,-82.0054586425054
1.00333333333333,-81.9588457073959,-79.3557157737096,-81.9872741514113,-82.0288769928549,-79.3625281966683,-81.998041533044
1.00366666666667,-81.9514727424529,-79.3454491180872,-81.9795966858306,-82.0213367669677,-79.352240276944,-81.9906123341394
1.004,-81.9440876124471,-79.3351730595244,-81.9719071943373,-82.0137846610425,-79.3419429675409,-81.9831710225696
1.00433333333333,-81.9366902938421,-79.3248875928151,-81.9642056543366,-82.0062206518147,-79.3316362632057,-81.9757175750942
1.00466666666667,-81.9292807630826,-79.3145927127471,-81.9564920432178,-81.9986447160011,-79.3213201586788,-81.9682519684538
1.005,-81.921858996594,-79.3042884141016,-81.9487663383545,-81.9910568302998,-79.3109946486938,-81.9607741793708
1.00533333333333,-81.9144249707826,-79.2939746916537,-81.9410285171048,-81.9834569713905,-79.3006597279781,-81.9532841845495
1.00566666666667,-81.9069786620364,-79.283651540172,-81.9332785568111,-81.9758451159345,-79.2903153912524,-81.9457819606759
1.006,-81.8995200467243,-79.2733189544186,-81.9255164348006,-81.9682212405751,-79.2799616332308,-81.9382674844181
1.00633333333333,-81.8920491011969,-79.262976929149,-81.9177421283852,-81.9605853219374,-79.2695984486207,-81.9307407324265
1.00666666666667,-81.8845658017865,-79.2526254591126,-81.9099556148619,-81.9529373366287,-79.259225832123,-81.9232016813336
1.007,-81.8770701248072,-79.2422645390517,-81.9021568715127,-81.9452772612385,-79.2488437784315,-81.9156503077545
