"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-82.3249357327807,-79.9991139053522,-82.3778198601571,-82.4376139520255,-79.9672996518082,-82.3843810772928
1.00033333333333,-82.3183876113997,-79.9891664065749,-82.3711885563972,-82.4308010840392,-79.9573431305272,-82.37764166357
1.00066666666667,-82.3118294273851,-79.9792101839547,-82.3645469501656,-82.4239777776825,-79.9473778825333,-82.3708918488345
1.001,-82.3052611574558,-79.9692452315573,-82.3578950183149,-82.4171440099445,-79.9374039018924,-82.3641316097088
1.00133333333333,-82.2986827782948,-79.9592715434432,-82.3512327376643,-82.4102997577837,-79.9274211826655,-82.3573609227827
1.00166666666667,-82.2920942665492,-79.9492891136677,-82.344560084999,-82.403444998128,-79.9174297189087,-82.3505797646129
1.002,-82.28549559883,-79.9392979362811,-82.3378770370712,-82.3965797078746,-79.9074295046728,-82.3437881117228
1.00233333333333,-82.2788867517128,-79.9292980053281,-82.3311835705994,-82.3897038638902,-79.8974205340034,-82.3369859406033
1.00266666666667,-82.2722677017372,-79.9192893148486,-82.3244796622692,-82.382817443011,-79.8874028009412,-82.3301732277124
1.003,-82.2656384254074,-79.9092718588768,-82.3177652887327,-82.375920422043,-79.8773762995215,-82.3233499494753
1.00333333333333,-82.258998899192,-79.8992456314419,-82.3110404266089,-82.369012777762,-79.8673410237744,-82.3165160822847
1.00366666666667,-82.2523490995239,-79.8892106265675,-82.3043050524839,-82.3620944869136,-79.8572969677248,-82.3096716025009
1.004,-82.2456890028009,-79.8791668382721,-82.2975591429107,-82.3551655262133,-79.8472441253924,-82.3028164864513
1.00433333333333,-82.2390185853853,-79.8691142605684,-82.2908026744097,-82.3482258723469,-79.8371824907914,-82.2959507104317
1.00466666666667,-82.2323378236043,-79.8590528874642,-82.2840356234682,-82.34127550197,-79.8271120579309,-82.2890742507049
1.005,-82.2256466937498,-79.8489827129612,-82.277257966541,-82.3343143917087,-79.8170328208143,-82.2821870835021
1.00533333333333,-82.2189451720788,-79.8389037310561,-82.2704696800503,-82.3273425181594,-79.8069447734398,-82.2752891850222
