"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-81.960808442212,-79.4190653618676,-82.0100155840767,-81.9671918787137,-79.4179138394035,-81.966982404535
1.00033333333333,-81.9533638596096,-79.4082925885321,-82.0023375495217,-81.9597171033516,-79.4071650051931,-81.959496670352
1.00066666666667,-81.9459073796979,-79.3975124376331,-81.9946473154554,-81.9522303498669,-79.3964087610912,-81.9519990388732
1.001,-81.9384389801308,-79.3867249020708,-81.9869448602485,-81.9447315963011,-79.3856450999573,-81.9444894881224
1.00133333333333,-81.9309586385478,-79.3759299747391,-81.9792301622631,-81.9372208206832,-79.3748740146447,-81.9369679961102
1.00166666666667,-81.9234663325737,-79.3651276485246,-81.9715031998526,-81.9296980010304,-79.3640954979999,-81.9294345408349
1.002,-81.9159620398187,-79.3543179163076,-81.963763951362,-81.9221631153481,-79.3533095428627,-81.9218891002818
1.00233333333333,-81.9084457378789,-79.3435007709609,-81.9560123951282,-81.9146161416297,-79.3425161420663,-81.9143316524242
1.00266666666667,-81.9009174043362,-79.332676205351,-81.9482485094798,-81.9070570578573,-79.3317152884371,-81.9067621752229
1.003,-81.8933770167585,-79.3218442123372,-81.9404722727377,-81.8994858420016,-79.3209069747949,-81.8991806466267
1.00333333333333,-81.8858245527,-79.3110047847716,-81.9326836632148,-81.8919024720218,-79.3100911939524,-81.8915870445723
1.00366666666667,-81.878259989701,-79.3001579154999,-81.9248826592167,-81.8843069258662,-79.299267938716,-81.8839813469849
1.004,-81.8706833052886,-79.2893035973603,-81.9170692390414,-81.8766991814722,-79.2884372018848,-81.8763635317777
1.00433333333333,-81.8630944769763,-79.2784418231842,-81.9092433809795,-81.8690792167664,-79.2775989762515,-81.8687335768529
1.00466666666667,-81.8554934822646,-79.2675725857958,-81.9014050633148,-81.8614470096645,-79.2667532546015,-81.8610914601009
1.005,-81.8478802986407,-79.2566958780125,-81.8935542643238,-81.8538025380721,-79.2559000297136,-81.8534371594012
1.00533333333333,-81.8402549035793,-79.2458116926443,-81.8856909622766,-81.8461457798844,-79.2450392943595,-81.8457706526222
1.00566666666667,-81.8326172745421,-79.2349200224943,-81.8778151354364,-81.8384767129864,-79.2341710413042,-81.8380919176214
