"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-82.2709370274986,-79.6999021535378,-82.1317678225656,-82.1855184873287,-79.6633263107048,-82.2416985614499
1.00033333333333,-82.2638279840869,-79.6897046117713,-82.124812133896,-82.1786540560792,-79.6532071167587,-82.2345993840057
1.00066666666667,-82.2567083962505,-79.679499067546,-82.1178455045931,-82.1717786219299,-79.6430795875013,-82.2274897329216
1.001,-82.2495782414953,-79.669285514191,-82.1108679124358,-82.1648921620647,-79.6329437170131,-82.2203695857637
1.00133333333333,-82.2424374973016,-79.65906394503,-82.1038793351804,-82.1579946536417,-79.6227994993692,-82.2132389200726
1.00166666666667,-82.2352861411236,-79.6488343533822,-82.0968797505598,-82.1510860737948,-79.6126469286394,-82.2060977133635
1.002,-82.2281241503904,-79.6385967325613,-82.0898691362843,-82.1441663996325,-79.6024859988881,-82.1989459431264
1.00233333333333,-82.2209515025052,-79.6283510758763,-82.0828474700414,-82.1372356082389,-79.5923167041743,-82.1917835868257
1.00266666666667,-82.2137681748461,-79.618097376631,-82.0758147294959,-82.1302936766732,-79.5821390385516,-82.1846106219012
1.003,-82.2065741447657,-79.6078356281243,-82.0687708922902,-82.1233405819704,-79.571952996068,-82.1774270257673
1.00333333333333,-82.1993693895916,-79.5975658236497,-82.0617159360443,-82.116376301141,-79.5617585707662,-82.1702327758137
1.00366666666667,-82.1921538866263,-79.5872879564957,-82.0546498383558,-82.1094008111714,-79.5515557566832,-82.1630278494052
1.004,-82.1849276131474,-79.5770020199456,-82.0475725768002,-82.1024140890236,-79.5413445478505,-82.1558122238819
1.00433333333333,-82.1776905464075,-79.5667080072777,-82.040484128931,-82.0954161116359,-79.531124938294,-82.1485858765595
1.00466666666667,-82.1704426636347,-79.5564059117649,-82.0333844722797,-82.0884068559228,-79.520896922034,-82.1413487847291
1.005,-82.1631839420325,-79.5460957266748,-82.026273584356,-82.0813862987748,-79.5106604930852,-82.1341009256575
1.00533333333333,-82.1559143587795,-79.5357774452698,-82.0191514426479,-82.0743544170591,-79.5004156454565,-82.1268422765872
1.00566666666667,-82.1486338910305,-79.5254510608072,-82.0120180246218,-82.0673111876192,-79.4901623731513,-82.1195728147367
1.006,-82.1413425159157,-79.5151165665387,-82.0048733077228,-82.0602565872756,-79.4799006701669,-82.1122925173003
1.00633333333333,-82.1340402105411,-79.5047739557107,-81.9977172693744,-82.0531905928252,-79.4696305304953,-82.1050013614486
1.00666666666667,-82.1267269519888,-79.4944232215645,-81.990549886979,-82.0461131810421,-79.4593519481222,-82.0976993243284
1.007,-82.1194027173171,-79.4840643573355,-81.9833711379181,-82.0390243286775,-79.4490649170279,-82.0903863830627
1.00733333333333,-82.1120674835602,-79.4736973562542,-81.976180999552,-82.0319240124596,-79.4387694311866,-82.083062514751
1.00766666666667,-82.1047212277289,-79.4633222115453,-81.9689794492201,-82.0248122090943,-79.4284654845666,-82.0757276964694
1.008,-82.0973639268102,-79.4529389164281,-81.9617664642413,-82.0176888952645,-79.4181530711305,-82.0683819052709
1.00833333333333,-82.089995557768,-79.4425474641165,-81.9545420219139,-82.0105540476312,-79.4078321848346,-82.0610251181849
1.00866666666667,-82.0826160975425,-79.4321478478186,-81.9473060995154,-82.0034076428329,-79.3975028196296,-82.053657312218
1.009,-82.0752255230509,-79.4217400607373,-81.9400586743033,-81.9962496574859,-79.3871649694598,-82.0462784643539
1.00933333333333,-82.0678238111874,-79.4113240960697,-81.9327997235149,-81.9890800681849,-79.3768186282638,-82.0388885515533
