"Freq [GHz]","dB(S(1,2)) []","dB(S(1,3)) []","dB(S(1,4)) []","dB(S(2,3)) []","dB(S(2,4)) []","dB(S(3,4)) []"
1,-82.4113104661747,-79.9585320953201,-82.3152704569095,-82.3324165340702,-79.9861692763602,-82.2788464708119
1.00033333333333,-82.4047554035986,-79.9488097959193,-82.3088478130045,-82.3258469947206,-79.9764413763967,-82.2724605089453
1.00066666666667,-82.3981899280201,-79.939078496969,-82.3024149520853,-82.3192671295621,-79.9667044726331,-82.266064292546
1.001,-82.39161401765,-79.929338193907,-82.2959718526654,-82.3126769171122,-79.9569585605931,-82.2596578001549
1.00133333333333,-82.3850276506697,-79.9195888821662,-82.289518493227,-82.3060763358588,-79.9472036357955,-82.2532410102809
1.00166666666667,-82.3784308052309,-79.9098305571747,-82.2830548522201,-82.2994653642601,-79.9374396937538,-82.2468139014008
1.002,-82.3718234594558,-79.9000632143554,-82.2765809080635,-82.2928439807448,-79.9276667299767,-82.2403764519598
1.00233333333333,-82.3652055914372,-79.8902868491262,-82.2700966391445,-82.2862121637119,-79.9178847399673,-82.2339286403711
1.00266666666667,-82.3585771792385,-79.8805014569001,-82.2636020238188,-82.2795698915313,-79.9080937192238,-82.2274704450164
1.003,-82.351938200894,-79.8707070330847,-82.2570970404108,-82.2729171425435,-79.898293663239,-82.2210018442454
1.00333333333333,-82.3452886344087,-79.8609035730829,-82.2505816672136,-82.2662538950595,-79.8884845675003,-82.2145228163766
1.00366666666667,-82.3386284577586,-79.851091072292,-82.244055882489,-82.2595801273614,-79.8786664274902,-82.2080333396967
1.004,-82.3319576488907,-79.8412695261044,-82.2375196644679,-82.2528958177022,-79.8688392386853,-82.2015333924612
1.00433333333333,-82.325276185723,-79.8314389299072,-82.2309729913497,-82.2462009443056,-79.8590029965572,-82.195022952894
1.00466666666667,-82.3185840461448,-79.8215992790821,-82.2244158413031,-82.2394954853668,-79.8491576965719,-82.1885019991881
1.005,-82.3118812080167,-79.8117505690057,-82.2178481924657,-82.2327794190517,-79.8393033341899,-82.1819705095047
1.00533333333333,-82.3051676491706,-79.8018927950491,-82.2112700229445,-82.2260527234977,-79.8294399048665,-82.1754284619744
1.00566666666667,-82.2984433474097,-79.7920259525783,-82.2046813108153,-82.2193153768135,-79.8195674040511,-82.1688758346964
1.006,-82.2917082805091,-79.7821500369535,-82.1980820341236,-82.2125673570791,-79.8096858271878,-82.1623126057391
1.00633333333333,-82.2849624262153,-79.7722650435298,-82.191472170884,-82.205808642346,-79.7997951697148,-82.1557387531398
1.00666666666667,-82.2782057622464,-79.7623709676566,-82.1848516990806,-82.1990392106375,-79.789895427065,-82.1491542549052
1.007,-82.2714382662928,-79.752467804678,-82.178220596667,-82.192259039948,-79.7799865946655,-82.1425590890111
1.00733333333333,-82.2646599160163,-79.7425555499324,-82.1715788415667,-82.1854681082443,-79.7700686679376,-82.1359532334026
1.00766666666667,-82.2578706890511,-79.7326341987526,-82.1649264116724,-82.1786663934645,-79.7601416422968,-82.1293366659943
