"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,4.31620918010835
1.57542,0,-170,21.0961662948417
1.57542,0,-160,10.1546338416126
1.57542,0,-150,5.46794714877188
1.57542,0,-140,13.478055450548
1.57542,0,-130,29.9617761697181
1.57542,0,-120,24.4521621228055
1.57542,0,-110,18.2859396310342
1.57542,0,-100,15.9986314509578
1.57542,0,-90,15.8842511075725
1.57542,0,-80,17.9713857907764
1.57542,0,-70,23.8692293194895
1.57542,0,-60,37.0531332925338
1.57542,0,-50,20.0821079980436
1.57542,0,-40,14.6344686272652
1.57542,0,-30,11.5437351588236
1.57542,0,-20,10.0364126787543
1.57542,0,-10,10.587943922502
1.57542,0,0,13.7388655096337
1.57542,0,10,16.0934390935861
1.57542,0,20,14.7267859974176
1.57542,0,30,12.8852114956751
1.57542,0,40,11.4637523307772
1.57542,0,50,10.1844360088109
1.57542,0,60,8.90458566124852
1.57542,0,70,7.72330705941495
1.57542,0,80,6.8513681736084
1.57542,0,90,6.45621481195374
1.57542,0,100,6.61690371696663
1.57542,0,110,7.42664393251665
1.57542,0,120,8.94109638219319
1.57542,0,130,10.9411591309551
1.57542,0,140,13.2691029556122
1.57542,0,150,18.3768430773475
1.57542,0,160,35.2233336150506
1.57542,0,170,11.8082219665844
1.57542,0,180,4.31620918010834
