"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,3.8642328088735
1.57542,0,-170,3.43191779388477
1.57542,0,-160,17.786901820948
1.57542,0,-150,7.33447163726
1.57542,0,-140,25.3603149440417
1.57542,0,-130,43.9871352524801
1.57542,0,-120,29.5034868667818
1.57542,0,-110,23.7992902830192
1.57542,0,-100,21.3252933817024
1.57542,0,-90,20.3147789764428
1.57542,0,-80,20.1810952793105
1.57542,0,-70,20.0503296387425
1.57542,0,-60,17.7171589156402
1.57542,0,-50,6.98046426880506
1.57542,0,-40,10.7101848813079
1.57542,0,-30,13.1184068529946
1.57542,0,-20,13.821082054279
1.57542,0,-10,14.2290776851528
1.57542,0,0,15.0114584312077
1.57542,0,10,16.564686315956
1.57542,0,20,19.6657285302037
1.57542,0,30,31.296976234017
1.57542,0,40,10.8549796396132
1.57542,0,50,17.1873005648978
1.57542,0,60,17.1044877110701
1.57542,0,70,19.0402842395242
1.57542,0,80,20.5676997120065
1.57542,0,90,21.5498971310825
1.57542,0,100,21.8066961542943
1.57542,0,110,21.4189008817544
1.57542,0,120,21.1310595383014
1.57542,0,130,26.8182246719727
1.57542,0,140,17.5291625871735
1.57542,0,150,14.9732581691139
1.57542,0,160,15.2575739050096
1.57542,0,170,21.6733759690095
1.57542,0,180,3.86423280887353
