"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,23.659520172702
1.57542,0,-170,13.6350686047995
1.57542,0,-160,10.9066941013962
1.57542,0,-150,11.4412452539809
1.57542,0,-140,16.2767604722596
1.57542,0,-130,21.3156503559689
1.57542,0,-120,28.8715958232961
1.57542,0,-110,37.6649239230059
1.57542,0,-100,26.1329331561626
1.57542,0,-90,24.1372644741087
1.57542,0,-80,25.3276355914216
1.57542,0,-70,29.9186604543516
1.57542,0,-60,77.2096530370437
1.57542,0,-50,28.3393959318456
1.57542,0,-40,21.7823737519248
1.57542,0,-30,17.9288585704457
1.57542,0,-20,15.2963274454493
1.57542,0,-10,12.96315500566
1.57542,0,0,21.7497628045637
1.57542,0,10,19.7009449543797
1.57542,0,20,18.7823050432964
1.57542,0,30,20.4613913466051
1.57542,0,40,23.9304288677025
1.57542,0,50,30.7431663562099
1.57542,0,60,46.0095833037149
1.57542,0,70,28.9888020833412
1.57542,0,80,24.662885930674
1.57542,0,90,23.3561539558618
1.57542,0,100,24.8474667553775
1.57542,0,110,32.0242142406331
1.57542,0,120,36.3020803932099
1.57542,0,130,25.8647676535171
1.57542,0,140,20.2012665222474
1.57542,0,150,14.0535170112225
1.57542,0,160,11.8695389891933
1.57542,0,170,13.4629254244169
1.57542,0,180,23.6595201727026
