"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-20.9826266210642,-42.7734110869867
1.57542,0,-170,-23.7720724180745,-39.4207115315488
1.57542,0,-160,-37.5119352564023,-27.3690390374344
1.57542,0,-150,-25.2525934550284,-24.8075666516437
1.57542,0,-140,-19.5132334208822,-26.2789718173094
1.57542,0,-130,-16.1492049913776,-26.5563193642656
1.57542,0,-120,-13.845596149526,-23.1959977659008
1.57542,0,-110,-12.1655192702343,-20.431929043912
1.57542,0,-100,-10.7188332660256,-18.5919133812286
1.57542,0,-90,-9.25010027453411,-17.473120417344
1.57542,0,-80,-7.71435809521176,-17.2329487470297
1.57542,0,-70,-6.25153335251267,-18.5554240322829
1.57542,0,-60,-5.11660641809231,-24.2097738429814
1.57542,0,-50,-4.62914746631234,-26.432766725629
1.57542,0,-40,-5.17776441814347,-13.7463330242975
1.57542,0,-30,-7.3132473031114,-8.00686201980947
1.57542,0,-20,-12.0486197616825,-4.6223738205645
1.57542,0,-10,-22.0944873479195,-2.7640846312347
1.57542,0,0,-46.675510257179,-2.21865158574507
1.57542,0,10,-23.4867190318432,-2.98060985868008
1.57542,0,20,-12.8236120988331,-5.14708307270386
1.57542,0,30,-7.90500016145833,-9.04662594184696
1.57542,0,40,-5.70084414633174,-15.8801851573474
1.57542,0,50,-5.13210961355666,-29.0021395200967
1.57542,0,60,-5.62524457440253,-19.9996845618533
1.57542,0,70,-6.78280335371872,-16.7517863253176
1.57542,0,80,-8.28417852243739,-16.0910278869239
1.57542,0,90,-9.87673672402728,-16.6038407200599
1.57542,0,100,-11.4212894773848,-17.8336605995335
1.57542,0,110,-12.9606045746361,-19.7295047970904
1.57542,0,120,-14.7412868969286,-22.6776358719747
1.57542,0,130,-17.0985628959945,-27.0513453343316
1.57542,0,140,-20.287973680907,-27.657969218329
1.57542,0,150,-25.4544943795299,-25.5809792729635
1.57542,0,160,-39.7875372518202,-27.9670561966705
1.57542,0,170,-24.12745590549,-40.5789956137702
1.57542,0,180,-20.9826266210642,-42.7734110869867
