"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-39.1165252102,-65.4787093357826
1.57542,0,-170,-27.701326753007,-30.3769485131095
1.57542,0,-160,-25.5880018447586,-30.5020031765168
1.57542,0,-150,-23.8064702210006,-31.6702049703693
1.57542,0,-140,-21.1626071993893,-24.3320890843625
1.57542,0,-130,-19.6393462090751,-21.0057320184244
1.57542,0,-120,-19.0128922998359,-19.5612203841236
1.57542,0,-110,-18.4349274652908,-18.6239435745285
1.57542,0,-100,-17.3142207581087,-17.5392275092737
1.57542,0,-90,-15.4822995559766,-16.0845989384287
1.57542,0,-80,-13.0658709807938,-14.2897525830579
1.57542,0,-70,-10.3606357986226,-12.356193548035
1.57542,0,-60,-7.73992060869574,-10.5941009364545
1.57542,0,-50,-5.57933671425776,-9.35347893928753
1.57542,0,-40,-4.22746381920699,-8.97268383897926
1.57542,0,-30,-4.04874328068397,-9.76169421368326
1.57542,0,-20,-5.61347011718995,-12.0878042322337
1.57542,0,-10,-10.5438793096343,-16.9017656297408
1.57542,0,0,-38.9532611073844,-27.977411410722
1.57542,0,10,-9.94354726125952,-19.370411948735
1.57542,0,20,-5.32070931225592,-13.5465704250413
1.57542,0,30,-3.86365711447685,-10.7995364500123
1.57542,0,40,-4.09277358243798,-9.76344051599737
1.57542,0,50,-5.45747270474042,-10.0011947018191
1.57542,0,60,-7.59737806749768,-11.1767767400392
1.57542,0,70,-10.1713023324758,-12.9403501608474
1.57542,0,80,-12.8176909808518,-14.9381769106493
1.57542,0,90,-15.1786702378871,-16.8557584523465
1.57542,0,100,-16.9698263987864,-18.478156145496
1.57542,0,110,-18.0837811896594,-19.7412374241419
1.57542,0,120,-18.7371653311325,-20.8348613710313
1.57542,0,130,-19.5746581220239,-22.4911028466995
1.57542,0,140,-21.4974818393673,-26.4232800886076
1.57542,0,150,-24.946459765406,-34.3688872718316
1.57542,0,160,-28.1880080633654,-29.4219279385485
1.57542,0,170,-33.2014607198161,-29.925211790781
1.57542,0,180,-39.1165252102,-65.4787093357821
