"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-41.5431363615001,-35.4802151791777
1.57542,0,-170,-35.5938391600825,-40.0642616711582
1.57542,0,-160,-29.2247711057368,-42.3896186662571
1.57542,0,-150,-25.9458668076984,-34.3021223151712
1.57542,0,-140,-24.5388196811354,-29.485543103738
1.57542,0,-130,-23.8424608170548,-25.6265954750218
1.57542,0,-120,-23.159781137974,-22.8176535242266
1.57542,0,-110,-22.264438079151,-20.7469517013888
1.57542,0,-100,-21.1377563559265,-19.0228137841182
1.57542,0,-90,-19.7204141107534,-17.4401385651818
1.57542,0,-80,-17.7806116249346,-15.9900915403227
1.57542,0,-70,-15.0126878926468,-14.8050792018834
1.57542,0,-60,-11.4412825389238,-14.1132811166268
1.57542,0,-50,-7.55283629771927,-14.212400404387
1.57542,0,-40,-3.8961339265125,-15.4655317597218
1.57542,0,-30,-0.829392305936268,-18.3445903127397
1.57542,0,-20,1.457016095915,-23.599491078295
1.57542,0,-10,2.86578377162384,-32.2138631415611
1.57542,0,0,3.3465787164341,-37.5135080778158
1.57542,0,10,2.88186974728562,-33.6619363602675
1.57542,0,20,1.48817186074359,-24.521759157108
1.57542,0,30,-0.779814684135887,-18.9419115716861
1.57542,0,40,-3.8139958626265,-15.8544915907229
1.57542,0,50,-7.41156067188415,-14.4453066455586
1.57542,0,60,-11.2111539918039,-14.2252046916515
1.57542,0,70,-14.6853691101409,-14.8198903753891
1.57542,0,80,-17.3902867312432,-15.9196811906694
1.57542,0,90,-19.3335119480535,-17.286318857336
1.57542,0,100,-20.8467736481075,-18.7853801536783
1.57542,0,110,-22.198407930374,-20.4388833085455
1.57542,0,120,-23.4570553365874,-22.4843889447027
1.57542,0,130,-24.5476303362788,-25.3834360746311
1.57542,0,140,-25.491656967738,-29.6843685941625
1.57542,0,150,-26.8785635995878,-36.0057930804372
1.57542,0,160,-29.9760951150431,-49.8747312358455
1.57542,0,170,-36.0587082443328,-38.573556138447
1.57542,0,180,-41.5431363615001,-35.4802151791777
