"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-26.0362580648738,-35.530093333352
1.57542,0,-170,-26.2790695905697,-48.0470614059177
1.57542,0,-160,-26.3230383517334,-29.8593070248514
1.57542,0,-150,-27.1052591671908,-26.4988530666869
1.57542,0,-140,-28.9616235666785,-26.5413735540309
1.57542,0,-130,-25.8091620261764,-26.2593040790372
1.57542,0,-120,-21.9847726598435,-24.3810018454656
1.57542,0,-110,-19.5335155944772,-22.4291478633659
1.57542,0,-100,-17.7862278955166,-20.8089198198027
1.57542,0,-90,-16.3496255415684,-19.4695071593577
1.57542,0,-80,-15.221907957702,-18.4806756537362
1.57542,0,-70,-14.726067627666,-18.0622205780687
1.57542,0,-60,-15.6302695097653,-18.5802096509504
1.57542,0,-50,-20.3866757122201,-20.3972974031548
1.57542,0,-40,-26.9994956760682,-21.5447621767627
1.57542,0,-30,-12.0121479967482,-17.5518098759952
1.57542,0,-20,-6.29692639948579,-13.369867560531
1.57542,0,-10,-3.42603798144683,-10.914726534872
1.57542,0,0,-2.52571396110349,-10.2218635714793
1.57542,0,10,-3.41282614732214,-11.4110685252511
1.57542,0,20,-6.21502793134311,-14.8893301231475
1.57542,0,30,-11.6515207370259,-22.3891522851468
1.57542,0,40,-23.6843785524208,-29.5808260740901
1.57542,0,50,-21.2639615142382,-20.6826656607114
1.57542,0,60,-16.1664541953985,-17.9486792533963
1.57542,0,70,-15.0324929823447,-17.3285198648994
1.57542,0,80,-15.3096407000545,-17.7322848711226
1.57542,0,90,-16.1938539283468,-18.6716421779101
1.57542,0,100,-17.3488593215472,-19.9048354503551
1.57542,0,110,-18.755713953328,-21.4144788025189
1.57542,0,120,-20.7202087819236,-23.4617056428217
1.57542,0,130,-23.826889110204,-26.3229451289365
1.57542,0,140,-28.7139553466389,-28.7484294898275
1.57542,0,150,-36.6138117050568,-29.4504130896569
1.57542,0,160,-38.6825609254037,-31.7492005381007
1.57542,0,170,-28.7576756574252,-33.9825537549872
1.57542,0,180,-26.0362580648738,-35.530093333352
