"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-48.5203598576689,-40.9732778694463
1.57542,0,-170,-29.3120897969859,-30.6921643309948
1.57542,0,-160,-26.5810227651201,-31.0551383792696
1.57542,0,-150,-24.2880511766487,-34.6525868822378
1.57542,0,-140,-21.2434264904162,-25.8092945426058
1.57542,0,-130,-19.5651779722607,-22.0749401607771
1.57542,0,-120,-18.8976420661325,-20.3556825602821
1.57542,0,-110,-18.3197795628479,-19.0931328421552
1.57542,0,-100,-17.2053286441426,-17.6852379128014
1.57542,0,-90,-15.3934427197917,-15.9856738231108
1.57542,0,-80,-13.0255809195839,-14.032330987315
1.57542,0,-70,-10.3898445825717,-11.9958496284402
1.57542,0,-60,-7.83874095779764,-10.1573518426985
1.57542,0,-50,-5.72758179506727,-8.85702369135171
1.57542,0,-40,-4.38701534714166,-8.44370749515299
1.57542,0,-30,-4.1683616791227,-9.25557341939771
1.57542,0,-20,-5.63809047123653,-11.7265169019946
1.57542,0,-10,-10.3767166776028,-17.1382062150419
1.57542,0,0,-48.9075544363201,-36.5678455607627
1.57542,0,10,-10.3246491844733,-17.5744832321894
1.57542,0,20,-5.61123702695429,-12.1697580159722
1.57542,0,30,-4.15426747486113,-9.78048875145721
1.57542,0,40,-4.39383516529883,-9.05068933966691
1.57542,0,50,-5.76771641322165,-9.52997766866946
1.57542,0,60,-7.91884250493936,-10.8759000388972
1.57542,0,70,-10.5038149067447,-12.7411031399408
1.57542,0,80,-13.1469981448189,-14.7885160818572
1.57542,0,90,-15.4729150484119,-16.7398177772114
1.57542,0,100,-17.1894200769373,-18.4345515984663
1.57542,0,110,-18.1867131090228,-19.8661491073869
1.57542,0,120,-18.6715493265997,-21.2237687925928
1.57542,0,130,-19.2939207878825,-23.1207331571268
1.57542,0,140,-20.9968821117253,-27.0692464313062
1.57542,0,150,-24.3408269789359,-33.7610296921064
1.57542,0,160,-27.545487318455,-29.6703380539711
1.57542,0,170,-31.3036165954491,-30.1504597591951
1.57542,0,180,-48.520359857669,-40.9732778694463
