"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-21.6719611103503,-40.3190797167054
1.57542,0,-170,-24.3528993260274,-46.5957885967211
1.57542,0,-160,-38.2552309081833,-29.4630190978184
1.57542,0,-150,-26.7993098211116,-26.5545860531705
1.57542,0,-140,-21.146578764937,-28.7803736363588
1.57542,0,-130,-17.8197701996863,-29.6225783511745
1.57542,0,-120,-15.4493637719327,-24.7950691606128
1.57542,0,-110,-13.673692898694,-21.4727027339659
1.57542,0,-100,-12.1325004777149,-19.4521201938914
1.57542,0,-90,-10.5888022233534,-18.3086625569962
1.57542,0,-80,-9.01447190408481,-18.1478466787402
1.57542,0,-70,-7.55580110849871,-19.664238467875
1.57542,0,-60,-6.46502758113921,-24.2861825747254
1.57542,0,-50,-6.05536950993244,-19.1503660813937
1.57542,0,-40,-6.70440951606007,-11.0976029731191
1.57542,0,-30,-8.94971785798982,-6.09267114062094
1.57542,0,-20,-13.8152866215472,-2.89993565718961
1.57542,0,-10,-24.1079410453672,-1.05640724231516
1.57542,0,0,-41.6365099005313,-0.41053000387587
1.57542,0,10,-22.9595264201896,-0.935109464335209
1.57542,0,20,-13.0897601181735,-2.66017487392372
1.57542,0,30,-8.32796491943571,-5.72425482312032
1.57542,0,40,-6.14575377937552,-10.5350446176869
1.57542,0,50,-5.5534525408612,-18.1087886800433
1.57542,0,60,-6.00870352123257,-24.1196596762265
1.57542,0,70,-7.12776122580973,-20.0190610976554
1.57542,0,80,-8.59545280750194,-18.4894156444604
1.57542,0,90,-10.1593797107922,-18.6873675660618
1.57542,0,100,-11.6738737567115,-19.9370422367927
1.57542,0,110,-13.1643337406738,-22.2240961134255
1.57542,0,120,-14.851637924386,-26.4033080071916
1.57542,0,130,-17.0603811446122,-34.9592915695296
1.57542,0,140,-20.1034210531467,-29.6860123376284
1.57542,0,150,-25.1431597859126,-25.8890222421242
1.57542,0,160,-41.9013031505111,-27.9106954574291
1.57542,0,170,-25.0349710148701,-38.7688849247946
1.57542,0,180,-21.6719611103503,-40.3190797167054
