"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-27.6886324592001,-50.4977679373648
1.57542,0,-170,-23.6348569566148,-29.8032736005591
1.57542,0,-160,-23.8733708645098,-25.9624773628536
1.57542,0,-150,-20.7498156842563,-23.0132684648969
1.57542,0,-140,-16.9222864700177,-20.7568781842871
1.57542,0,-130,-14.8616053211336,-20.117674334513
1.57542,0,-120,-13.6816004174116,-20.4225007369009
1.57542,0,-110,-12.621958899755,-20.6326059109399
1.57542,0,-100,-11.3331738658732,-20.0661015992122
1.57542,0,-90,-9.71768951919584,-18.5536733388742
1.57542,0,-80,-7.81424941337643,-16.191147065032
1.57542,0,-70,-5.76803485624272,-13.3100830353705
1.57542,0,-60,-3.80029096284506,-10.4103095975816
1.57542,0,-50,-2.16583762740075,-7.93688891397002
1.57542,0,-40,-1.11204573403715,-6.16221841219008
1.57542,0,-30,-0.836711604530727,-5.1932255860307
1.57542,0,-20,-1.39629506203516,-5.03546114385838
1.57542,0,-10,-2.38735882088665,-5.63993994217231
1.57542,0,0,-2.64040390382047,-6.70344057937546
1.57542,0,10,-1.84934852004967,-7.30139910553411
1.57542,0,20,-1.23942087564334,-6.82009699408567
1.57542,0,30,-1.49996278919937,-6.06396304666964
1.57542,0,40,-2.69133004105772,-5.83859670891675
1.57542,0,50,-4.69574088698435,-6.3507639207819
1.57542,0,60,-7.323894760906,-7.50156254189957
1.57542,0,70,-10.2904970013575,-9.08000956700416
1.57542,0,80,-13.1964157614449,-10.8528761393649
1.57542,0,90,-15.5952984162457,-12.6209415721174
1.57542,0,100,-17.1844157008509,-14.2643976761312
1.57542,0,110,-17.987044224533,-15.7764569271034
1.57542,0,120,-18.373119507705,-17.3384119156567
1.57542,0,130,-18.9148314711961,-19.5658064231893
1.57542,0,140,-20.0076902776026,-24.0342144024357
1.57542,0,150,-21.4534283058691,-34.1671665561213
1.57542,0,160,-23.7239495703869,-29.2764686305823
1.57542,0,170,-30.0381592660852,-29.4594241072157
1.57542,0,180,-27.6886324592001,-50.4977679373647
