"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-40.9079188632326,-34.5782793751369
1.57542,0,-170,-38.68758395558,-35.6629770516351
1.57542,0,-160,-32.9462103363317,-44.5227085355738
1.57542,0,-150,-28.8773890463393,-41.3986115799517
1.57542,0,-140,-26.5359993815053,-31.1949575112077
1.57542,0,-130,-24.8837730250361,-25.9668983084948
1.57542,0,-120,-23.4293230472141,-22.7355751381043
1.57542,0,-110,-22.0049790079848,-20.520797723484
1.57542,0,-100,-20.5363879433358,-18.769640037117
1.57542,0,-90,-18.9215610823443,-17.2179268066107
1.57542,0,-80,-16.9559267200265,-15.8233511296579
1.57542,0,-70,-14.3832118899518,-14.7041776205146
1.57542,0,-60,-11.1430450455362,-14.0927162032896
1.57542,0,-50,-7.54436300739865,-14.3091384291883
1.57542,0,-40,-4.05818015647783,-15.77177473892
1.57542,0,-30,-1.06009116784475,-19.0994560688933
1.57542,0,-20,1.21925152969429,-25.4629868323377
1.57542,0,-10,2.64772100340456,-33.9199085665783
1.57542,0,0,3.15323573963342,-32.9387100841928
1.57542,0,10,2.71186399415065,-31.5520620471289
1.57542,0,20,1.34676245424077,-23.0616140755067
1.57542,0,30,-0.873105721947312,-17.7226748516846
1.57542,0,40,-3.82338796547156,-14.8921244538168
1.57542,0,50,-7.28884421743872,-13.694118063902
1.57542,0,60,-10.9170372161067,-13.6271615701064
1.57542,0,70,-14.2453335163264,-14.327135810761
1.57542,0,80,-16.9163152947454,-15.4966789621491
1.57542,0,90,-18.909700225641,-16.9013808245792
1.57542,0,100,-20.4368481474044,-18.397185141695
1.57542,0,110,-21.6953211865661,-19.979922564089
1.57542,0,120,-22.8079463645015,-21.8444294515719
1.57542,0,130,-23.9273142680364,-24.3984485923811
1.57542,0,140,-25.383152259923,-28.1393368276332
1.57542,0,150,-27.8226834938934,-33.5648665415096
1.57542,0,160,-32.4255285795971,-44.7092364199047
1.57542,0,170,-40.052898084505,-40.4158821447391
1.57542,0,180,-40.9079188632326,-34.578279375137
