"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-23.4056020673494,-61.5213772864715
1.57542,0,-170,-26.6794664979958,-39.947329019846
1.57542,0,-160,-41.8368385832999,-31.5358289165696
1.57542,0,-150,-25.2475636186205,-30.3605463439416
1.57542,0,-140,-20.0098769526659,-29.5274782634946
1.57542,0,-130,-16.8459910872392,-24.3062029645996
1.57542,0,-120,-14.6524497319599,-20.4857328910013
1.57542,0,-110,-13.0180930849731,-18.0793115185513
1.57542,0,-100,-11.5699491564446,-16.3783138569066
1.57542,0,-90,-10.0736534870858,-15.102992438959
1.57542,0,-80,-8.5046533243894,-14.2565971394684
1.57542,0,-70,-7.01502731114737,-13.9922717785805
1.57542,0,-60,-5.86456706299015,-14.4857469787693
1.57542,0,-50,-5.37715023256903,-15.2315575486277
1.57542,0,-40,-5.95151159031387,-13.4891959616558
1.57542,0,-30,-8.16205644815252,-9.40249795390407
1.57542,0,-20,-13.0984519600164,-5.90415425976897
1.57542,0,-10,-24.0248592753747,-3.74789710608953
1.57542,0,0,-49.3527784145721,-3.03614769274063
1.57542,0,10,-24.3145035307536,-3.79506919438911
1.57542,0,20,-13.1996181936089,-6.00127304932104
1.57542,0,30,-8.18120234273905,-9.59094906682113
1.57542,0,40,-5.91179870514727,-14.0800885324315
1.57542,0,50,-5.28626942199926,-16.5257011970212
1.57542,0,60,-5.72480809362438,-15.6802374918074
1.57542,0,70,-6.82569544415311,-14.9426414481741
1.57542,0,80,-8.26333998359777,-15.085084397803
1.57542,0,90,-9.77689647920511,-15.907785834639
1.57542,0,100,-11.2124085417486,-17.2256782135008
1.57542,0,110,-12.5907203812224,-19.0171950357508
1.57542,0,120,-14.1438686417762,-21.567876705459
1.57542,0,130,-16.2566086837106,-25.6437041707073
1.57542,0,140,-19.3844156203978,-30.8453854796187
1.57542,0,150,-24.6440387147042,-30.4883160856126
1.57542,0,160,-41.9883698544938,-31.4992541272617
1.57542,0,170,-26.8078960588688,-39.8225701422444
1.57542,0,180,-23.4056020673494,-61.5213772864713
