"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-28.1698701163305,-48.892295975892
1.57542,0,-170,-25.6052252876157,-29.6819700492536
1.57542,0,-160,-25.1811009798367,-27.9091822018585
1.57542,0,-150,-19.9329320914432,-25.6070298325575
1.57542,0,-140,-16.0046321270625,-22.4962335858327
1.57542,0,-130,-14.079965299586,-21.2024382700354
1.57542,0,-120,-13.0396331932302,-20.9121030586719
1.57542,0,-110,-12.1229476419171,-20.5862500225443
1.57542,0,-100,-10.961986228383,-19.7848902672755
1.57542,0,-90,-9.43461016714672,-18.4696828898342
1.57542,0,-80,-7.56511334319885,-16.6302762761609
1.57542,0,-70,-5.4933089381885,-14.3218193507144
1.57542,0,-60,-3.4435809915768,-11.8417794561381
1.57542,0,-50,-1.68684342319344,-9.64136384727826
1.57542,0,-40,-0.500838999547291,-8.0795985705087
1.57542,0,-30,-0.122502370451128,-7.28607159835862
1.57542,0,-20,-0.658653357643,-7.18276890034112
1.57542,0,-10,-1.79714611667581,-7.68730294623517
1.57542,0,0,-2.35226847111688,-8.74672922945364
1.57542,0,10,-1.65028078150931,-9.75960531135148
1.57542,0,20,-0.907844660547985,-9.67071244083244
1.57542,0,30,-0.990998711377994,-8.80632074767303
1.57542,0,40,-2.00555260062386,-8.24271307078198
1.57542,0,50,-3.82159944427325,-8.41911129515163
1.57542,0,60,-6.23217631245724,-9.30759444339066
1.57542,0,70,-8.9469352488382,-10.7053113335522
1.57542,0,80,-11.5857716197743,-12.3714175533781
1.57542,0,90,-13.7513295329436,-14.0975312320344
1.57542,0,100,-15.1965611363776,-15.7475531037858
1.57542,0,110,-15.9690717932828,-17.2822957887798
1.57542,0,120,-16.4046307047737,-18.8666421759675
1.57542,0,130,-16.9672744886864,-21.2093451512183
1.57542,0,140,-17.9292381441059,-26.1530549484547
1.57542,0,150,-19.1563788431159,-33.0772229439335
1.57542,0,160,-21.1125435834921,-27.5690540428535
1.57542,0,170,-25.7705174185928,-29.1763269256146
1.57542,0,180,-28.1698701163306,-48.892295975892
