"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-44.639603813837,-33.6530981575496
1.57542,0,-170,-49.1771414407814,-34.6567353281222
1.57542,0,-160,-33.0137959095406,-37.3093197205519
1.57542,0,-150,-27.2990595570241,-33.3277593327006
1.57542,0,-140,-24.6209826364959,-28.4088365527292
1.57542,0,-130,-23.1399235535968,-24.7941411882395
1.57542,0,-120,-22.0374395811922,-22.2865660589603
1.57542,0,-110,-20.9532257783947,-20.4608774478719
1.57542,0,-100,-19.7359610652318,-18.9339735715635
1.57542,0,-90,-18.2568466584128,-17.507753815172
1.57542,0,-80,-16.3144375815107,-16.1804007703434
1.57542,0,-70,-13.7102322452777,-15.1009368313293
1.57542,0,-60,-10.476804477989,-14.5229141121414
1.57542,0,-50,-6.95515012677342,-14.7764830309402
1.57542,0,-40,-3.58272557021582,-16.2756518674909
1.57542,0,-30,-0.701389371866186,-19.6148571691261
1.57542,0,-20,1.47406911757706,-25.925311314251
1.57542,0,-10,2.81779730643402,-35.0266515999973
1.57542,0,0,3.25819506551214,-34.4338090595292
1.57542,0,10,2.76634948804786,-35.3988403887389
1.57542,0,20,1.35811820599303,-25.1680983109059
1.57542,0,30,-0.900962189638548,-19.0757446463063
1.57542,0,40,-3.88189243309626,-15.887546758194
1.57542,0,50,-7.35776232380933,-14.4943743878694
1.57542,0,60,-10.9586809790516,-14.3283639974719
1.57542,0,70,-14.201911046638,-14.9893869756193
1.57542,0,80,-16.7365506525939,-16.1548068793613
1.57542,0,90,-18.5975795550718,-17.5712072183431
1.57542,0,100,-20.0567887452363,-19.0817382013078
1.57542,0,110,-21.3403058950656,-20.6841299595984
1.57542,0,120,-22.557293573134,-22.6053644947254
1.57542,0,130,-23.7930529892039,-25.3249064601563
1.57542,0,140,-25.2930031229279,-29.4318737288319
1.57542,0,150,-27.7486748974181,-35.272722639965
1.57542,0,160,-32.8654323838929,-42.6555020873796
1.57542,0,170,-46.8697506148961,-37.505498343072
1.57542,0,180,-44.639603813837,-33.6530981575496
