"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-28.61073803564,-33.1478833830095
1.57542,0,-170,-28.717328189989,-41.2170172562566
1.57542,0,-160,-26.9566112392686,-37.0533571631593
1.57542,0,-150,-26.61344052223,-31.5170030364649
1.57542,0,-140,-28.7726939316196,-30.0124853522373
1.57542,0,-130,-27.2616044616411,-27.7523880100627
1.57542,0,-120,-23.2304062751445,-25.2971553624357
1.57542,0,-110,-20.4369478666144,-23.4500324709091
1.57542,0,-100,-18.4627716940223,-21.9964972671708
1.57542,0,-90,-16.922731075938,-20.7790374441745
1.57542,0,-80,-15.8141587219232,-19.8850114854763
1.57542,0,-70,-15.4699956892773,-19.6185637860554
1.57542,0,-60,-16.7562317935372,-20.6225482353084
1.57542,0,-50,-22.9934093302936,-24.4527188995333
1.57542,0,-40,-22.8019317622886,-26.9662564195585
1.57542,0,-30,-11.1887477167859,-17.5269885245742
1.57542,0,-20,-6.00552551927068,-12.1742200265181
1.57542,0,-10,-3.37141345245801,-9.32213585954872
1.57542,0,0,-2.61075536369988,-8.35810483970625
1.57542,0,10,-3.57952653302103,-9.17053110334399
1.57542,0,20,-6.39855057826953,-11.8467629388193
1.57542,0,30,-11.7396728474529,-16.7462155196798
1.57542,0,40,-23.6997408601731,-23.1953146014167
1.57542,0,50,-23.2348509989444,-21.7857794495896
1.57542,0,60,-17.0882986774462,-19.0908697363855
1.57542,0,70,-15.7525837804899,-18.2562577356848
1.57542,0,80,-15.9864101297595,-18.4792819688824
1.57542,0,90,-16.9173204591268,-19.2536137628303
1.57542,0,100,-18.1867872539845,-20.3158885195348
1.57542,0,110,-19.7580139993433,-21.6162292635807
1.57542,0,120,-21.9499020788895,-23.4018801640646
1.57542,0,130,-25.4771155614936,-26.2553849467603
1.57542,0,140,-31.4081239037552,-30.7405666121378
1.57542,0,150,-42.0862591751597,-36.3600239185371
1.57542,0,160,-40.3519529495511,-41.4171210820674
1.57542,0,170,-30.8877899151908,-34.8354796533591
1.57542,0,180,-28.61073803564,-33.1478833830095
