"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-29.6901008306983,-40.670541466227
1.57542,0,-170,-32.4679612423472,-37.8941611477529
1.57542,0,-160,-38.3569815023201,-36.0122217537578
1.57542,0,-150,-33.8707756938781,-33.8606146427915
1.57542,0,-140,-29.0745413450614,-32.9762783569658
1.57542,0,-130,-25.1805075001867,-28.5035565279057
1.57542,0,-120,-22.4261650925926,-24.6244296999678
1.57542,0,-110,-20.5956193219838,-22.1431460082073
1.57542,0,-100,-19.2541255737302,-20.4308396790843
1.57542,0,-90,-18.1717895509725,-19.1875715795476
1.57542,0,-80,-17.4317131391756,-18.4533691458048
1.57542,0,-70,-17.4743363912332,-18.5399624225308
1.57542,0,-60,-19.4638003587427,-20.1535596342883
1.57542,0,-50,-29.7318950554091,-24.930933025247
1.57542,0,-40,-19.6981054775924,-24.3739458727341
1.57542,0,-30,-10.4914990128924,-16.1799448429698
1.57542,0,-20,-5.70212023139104,-11.5557242608313
1.57542,0,-10,-3.13328293075728,-9.02046693294925
1.57542,0,0,-2.33694357680018,-8.07980002189954
1.57542,0,10,-3.24500488509826,-8.63372296312798
1.57542,0,20,-6.01326279291283,-10.7864688314299
1.57542,0,30,-11.2931400707285,-15.0497557857515
1.57542,0,40,-22.3637912893533,-23.3988086377724
1.57542,0,50,-23.1677951928329,-27.4352705802085
1.57542,0,60,-17.4735082946643,-20.8889773185522
1.57542,0,70,-16.3788762977952,-18.9306633059542
1.57542,0,80,-16.8565970719462,-18.7493539484202
1.57542,0,90,-18.0417347014769,-19.4440246627593
1.57542,0,100,-19.5982913366327,-20.6565271669778
1.57542,0,110,-21.5407172041356,-22.3094441535366
1.57542,0,120,-24.3118892390957,-24.5378919603924
1.57542,0,130,-28.7645823123998,-27.1052446303812
1.57542,0,140,-31.8234102211452,-27.6950955542775
1.57542,0,150,-28.8264588441208,-26.8882822465652
1.57542,0,160,-28.2112787804613,-28.8433473496015
1.57542,0,170,-29.2910838727691,-37.4498909115626
1.57542,0,180,-29.6901008306983,-40.670541466227
