"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-42.7995992546635,-40.5737766708045
1.57542,0,-170,-24.2425598640113,-28.1961090796413
1.57542,0,-160,-20.5441094881258,-26.5185463153499
1.57542,0,-150,-18.7485540702601,-26.6252148562037
1.57542,0,-140,-17.2274185845256,-23.9340716128902
1.57542,0,-130,-16.4984508965249,-22.0931047600831
1.57542,0,-120,-16.4635114330829,-21.2881580133105
1.57542,0,-110,-16.4558872178607,-20.4264680252203
1.57542,0,-100,-15.8644705009496,-19.0452610452565
1.57542,0,-90,-14.4716216241065,-17.2057818848095
1.57542,0,-80,-12.4077011727039,-15.0601401530265
1.57542,0,-70,-9.97845646276073,-12.8078637733122
1.57542,0,-60,-7.55568940301274,-10.7166265106437
1.57542,0,-50,-5.51384056004167,-9.08020782287462
1.57542,0,-40,-4.20272171962789,-8.17732170921308
1.57542,0,-30,-3.98357375369681,-8.29706403909803
1.57542,0,-20,-5.40428719416273,-9.95125524312048
1.57542,0,-10,-9.92556013881811,-14.707542791677
1.57542,0,0,-34.7753338246481,-32.898566457108
1.57542,0,10,-10.744518197094,-14.736244485871
1.57542,0,20,-5.73148628761616,-10.0464956679966
1.57542,0,30,-4.13114285107146,-8.44047677020516
1.57542,0,40,-4.27203706702759,-8.35198261273193
1.57542,0,50,-5.56897705873413,-9.2712389050942
1.57542,0,60,-7.64858785448994,-10.9041586321143
1.57542,0,70,-10.146440141472,-12.9517523156716
1.57542,0,80,-12.6547157004556,-15.0952907723619
1.57542,0,90,-14.748846464853,-17.0495761015485
1.57542,0,100,-16.0921570721852,-18.6029428663349
1.57542,0,110,-16.6147584709902,-19.6426614559429
1.57542,0,120,-16.6662989025028,-20.3104304786713
1.57542,0,130,-16.9394686606661,-21.2833120246241
1.57542,0,140,-18.0979014959682,-23.6100844712938
1.57542,0,150,-20.0416534453754,-26.6600655939719
1.57542,0,160,-21.8348480331146,-26.3851311713126
1.57542,0,170,-25.8336375857011,-28.5479065527437
1.57542,0,180,-42.7995992546636,-40.5737766708045
