"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-26.9924310635791,-38.4189865905483
1.57542,0,-170,-24.4675928421248,-29.3129855351053
1.57542,0,-160,-25.6583468857918,-28.1168601444092
1.57542,0,-150,-20.6200472916002,-24.8498913839614
1.57542,0,-140,-16.4992913036053,-22.2644335039608
1.57542,0,-130,-14.5370827732414,-21.8201217916877
1.57542,0,-120,-13.4633517006502,-22.2775031922339
1.57542,0,-110,-12.4892308149056,-22.2821137117726
1.57542,0,-100,-11.2740661202932,-21.501038923836
1.57542,0,-90,-9.71964736022594,-20.2166681896836
1.57542,0,-80,-7.85849405847829,-18.4515509026245
1.57542,0,-70,-5.83424936146769,-16.1110599566483
1.57542,0,-60,-3.87006692287257,-13.4265367857586
1.57542,0,-50,-2.2202593112451,-10.9044854590884
1.57542,0,-40,-1.13009153994183,-8.94746463335888
1.57542,0,-30,-0.799824173011611,-7.71769656725116
1.57542,0,-20,-1.28789562685462,-7.25688980042006
1.57542,0,-10,-2.15321804299341,-7.63499720030508
1.57542,0,0,-2.16002771882873,-8.70720253058392
1.57542,0,10,-1.11641515808733,-9.40234865819491
1.57542,0,20,-0.340251437752392,-8.65940118115083
1.57542,0,30,-0.493098795985229,-7.4704136377395
1.57542,0,40,-1.60254319671641,-6.88217166861308
1.57542,0,50,-3.52050409312416,-7.12985051692194
1.57542,0,60,-6.03952636096545,-8.10644328284836
1.57542,0,70,-8.87837123645469,-9.58956221266894
1.57542,0,80,-11.6617902843444,-11.3325218669502
1.57542,0,90,-13.9698928296145,-13.1230449300256
1.57542,0,100,-15.5020844495729,-14.8276553334534
1.57542,0,110,-16.2682139264802,-16.4298025906121
1.57542,0,120,-16.6328426139737,-18.1335257867306
1.57542,0,130,-17.1424657539457,-20.644201757729
1.57542,0,140,-18.1706609531194,-25.7500013598185
1.57542,0,150,-19.7014328836588,-36.4856189255523
1.57542,0,160,-22.3637761062951,-30.6978022629775
1.57542,0,170,-28.4614254696949,-33.6592664259616
1.57542,0,180,-26.9924310635791,-38.4189865905483
