"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-37.5084315283272,-27.0233298679837
1.57542,0,-170,-56.2929539481893,-29.7941060887833
1.57542,0,-160,-30.8792159525274,-41.1487152413105
1.57542,0,-150,-26.7397576714214,-38.2952025754995
1.57542,0,-140,-26.9839723334303,-29.8261874342077
1.57542,0,-130,-29.295545356026,-24.9777812482565
1.57542,0,-120,-30.7391958772299,-21.9261099002306
1.57542,0,-110,-29.6262955917662,-19.880456863654
1.57542,0,-100,-27.9211748710647,-18.2190312206468
1.57542,0,-90,-26.4063323691672,-16.6307914770442
1.57542,0,-80,-24.014341463437,-15.089964330022
1.57542,0,-70,-19.3689254591106,-13.7452735880383
1.57542,0,-60,-13.7405601089253,-12.8302728778957
1.57542,0,-50,-8.57133924885631,-12.6250458106833
1.57542,0,-40,-4.27319438001515,-13.4706975609594
1.57542,0,-30,-0.920453209097545,-15.8635814966462
1.57542,0,-20,1.48021639153395,-20.7033664350076
1.57542,0,-10,2.92858168815216,-29.6949381304733
1.57542,0,0,3.41951692633422,-37.6062448009585
1.57542,0,10,2.95072275031453,-27.7455314566947
1.57542,0,20,1.52540583060991,-19.5927085340289
1.57542,0,30,-0.857662277432134,-15.2153567307135
1.57542,0,40,-4.20411090158199,-13.0269749289553
1.57542,0,50,-8.49590911067707,-12.2575329737823
1.57542,0,60,-13.6070180404683,-12.4875383424385
1.57542,0,70,-18.9768080081028,-13.4072799319075
1.57542,0,80,-23.0533498527491,-14.7396450527598
1.57542,0,90,-25.0521467017254,-16.2471449212674
1.57542,0,100,-26.4351411114443,-17.7800415731493
1.57542,0,110,-28.0214424740595,-19.3504215051629
1.57542,0,120,-29.1102901797347,-21.1927264330026
1.57542,0,130,-28.1105788501633,-23.7037899587771
1.57542,0,140,-26.3317589377122,-27.2591602316756
1.57542,0,150,-26.4862881515567,-33.0119500496859
1.57542,0,160,-31.0461264439713,-39.4804427397496
1.57542,0,170,-51.2987291253009,-29.4783054413701
1.57542,0,180,-37.5084315283272,-27.0233298679837
