"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-27.8367741728935,-36.6539028659554
1.57542,0,-170,-29.2530281809588,-44.4660346451746
1.57542,0,-160,-27.7659680798244,-31.1900939029669
1.57542,0,-150,-27.101073010575,-27.7551483320699
1.57542,0,-140,-28.719558198618,-27.6363856901715
1.57542,0,-130,-27.0079821693854,-26.5506772731889
1.57542,0,-120,-23.3496077745989,-24.0264403130721
1.57542,0,-110,-20.7498864798151,-21.9004080069708
1.57542,0,-100,-18.8399210777032,-20.3343099581769
1.57542,0,-90,-17.2618942424617,-19.1525867104749
1.57542,0,-80,-16.0226950497199,-18.3796255492291
1.57542,0,-70,-15.4535142433539,-18.2921673593961
1.57542,0,-60,-16.3608656411731,-19.4767476464303
1.57542,0,-50,-21.4664974967146,-22.6221361273006
1.57542,0,-40,-25.2626182900767,-21.8007940941794
1.57542,0,-30,-11.7140630169654,-15.6420115740143
1.57542,0,-20,-6.13294860384456,-11.7058677341357
1.57542,0,-10,-3.28745431261169,-9.74007970947252
1.57542,0,0,-2.37644358218143,-9.39746457443298
1.57542,0,10,-3.22224835786403,-10.6809511603833
1.57542,0,20,-5.92034211090725,-13.90345605017
1.57542,0,30,-11.0481491265276,-20.3718996246299
1.57542,0,40,-21.7158374915202,-40.321930916651
1.57542,0,50,-24.6085914791561,-22.8576015359452
1.57542,0,60,-17.7508340419962,-18.987816224205
1.57542,0,70,-16.308003076856,-17.9117290153808
1.57542,0,80,-16.5248325996627,-18.0818627751615
1.57542,0,90,-17.4453955690731,-18.9353635960485
1.57542,0,100,-18.6834290006051,-20.2106498247287
1.57542,0,110,-20.1979790598086,-21.8612907151341
1.57542,0,120,-22.304573834928,-24.1252141204843
1.57542,0,130,-25.6818684083413,-27.3665773075554
1.57542,0,140,-31.3265909755385,-30.2798731351406
1.57542,0,150,-39.71427882049,-31.0063677350814
1.57542,0,160,-34.67929483854,-34.3406640910328
1.57542,0,170,-28.9101982668875,-38.1143312200098
1.57542,0,180,-27.8367741728935,-36.6539028659554
