"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-26.9549725493619,-40.0965559128558
1.57542,0,-170,-24.0402569762978,-28.5707021445357
1.57542,0,-160,-25.6115477757394,-28.3727073122312
1.57542,0,-150,-20.9526374476201,-29.8018122365202
1.57542,0,-140,-16.5993869421317,-27.3438721890027
1.57542,0,-130,-14.562841454163,-26.9620859344841
1.57542,0,-120,-13.518109507326,-28.0339070712592
1.57542,0,-110,-12.5983085623282,-27.9215144063908
1.57542,0,-100,-11.410763912815,-26.7694694237111
1.57542,0,-90,-9.84936732924134,-26.0574604046226
1.57542,0,-80,-7.95583065050169,-25.7555935053544
1.57542,0,-70,-5.88109774845446,-23.759099839638
1.57542,0,-60,-3.85542699352539,-19.3228783303519
1.57542,0,-50,-2.14649406700576,-15.0195291111041
1.57542,0,-40,-1.01726450924683,-11.8155100754346
1.57542,0,-30,-0.679346363197446,-9.72693478309162
1.57542,0,-20,-1.20145506573881,-8.74828394027954
1.57542,0,-10,-2.21162837755457,-9.02868619914209
1.57542,0,0,-2.50871847516576,-10.3957258442486
1.57542,0,10,-1.57419084320529,-11.0181585287291
1.57542,0,20,-0.665334299285584,-9.46270115639285
1.57542,0,30,-0.612660573373316,-7.75570648178383
1.57542,0,40,-1.52817813464494,-6.93579980592938
1.57542,0,50,-3.2923903950339,-7.02513457190538
1.57542,0,60,-5.70524695126419,-7.84833426186489
1.57542,0,70,-8.48653546106375,-9.18245502591533
1.57542,0,80,-11.2557001468037,-10.7984643856288
1.57542,0,90,-13.5683370713005,-12.4965571452076
1.57542,0,100,-15.0820061104081,-14.1400168788589
1.57542,0,110,-15.785545342173,-15.6968840970788
1.57542,0,120,-16.0649663974006,-17.350165877607
1.57542,0,130,-16.516844337021,-19.7279596735675
1.57542,0,140,-17.6084274867494,-23.9299198958912
1.57542,0,150,-19.4095809398009,-27.1525433200997
1.57542,0,160,-22.3763974350037,-25.0492476416793
1.57542,0,170,-28.8870312256366,-27.6203518147695
1.57542,0,180,-26.9549725493619,-40.0965559128558
