"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-38.0398635616682,-45.4502388068875
1.57542,0,-170,-28.8996226722082,-28.8759719150813
1.57542,0,-160,-27.2246384165817,-28.108254358121
1.57542,0,-150,-25.8592018340707,-29.8817950170181
1.57542,0,-140,-21.8761398044782,-25.5571053943932
1.57542,0,-130,-19.5041739038897,-22.6225375392995
1.57542,0,-120,-18.4271525729502,-21.2234212952868
1.57542,0,-110,-17.6381873740205,-20.1210476066701
1.57542,0,-100,-16.4752500196218,-18.8005018970909
1.57542,0,-90,-14.7064368976793,-17.1743200758266
1.57542,0,-80,-12.4126855291949,-15.2850524355715
1.57542,0,-70,-9.85767923564677,-13.2891079822746
1.57542,0,-60,-7.38527646364368,-11.4732783467394
1.57542,0,-50,-5.3454928836319,-10.2045274126468
1.57542,0,-40,-4.07071793273463,-9.86046945620238
1.57542,0,-30,-3.9214736785514,-10.7969883371507
1.57542,0,-20,-5.47115145037571,-13.4550534304259
1.57542,0,-10,-10.3135221146169,-19.152367948074
1.57542,0,0,-45.7952508856555,-32.9572884434495
1.57542,0,10,-10.0109253086909,-18.7601000988011
1.57542,0,20,-5.2686649779296,-13.6013905330669
1.57542,0,30,-3.73101285025644,-11.108042072061
1.57542,0,40,-3.89061657283715,-10.1813350008064
1.57542,0,50,-5.1986901347386,-10.4684064432255
1.57542,0,60,-7.29080456059681,-11.6523668624332
1.57542,0,70,-9.81029006659534,-13.3795071057726
1.57542,0,80,-12.375122288387,-15.3018770988828
1.57542,0,90,-14.6181903279316,-17.1382154915897
1.57542,0,100,-16.2719268238675,-18.7272951381684
1.57542,0,110,-17.2590177010486,-20.0537911556342
1.57542,0,120,-17.7920818657047,-21.3084036951786
1.57542,0,130,-18.4520412332183,-23.1490881828627
1.57542,0,140,-20.0178345050231,-27.2067280132974
1.57542,0,150,-22.7042136324136,-34.6937022342704
1.57542,0,160,-24.9996552772837,-30.0000721841097
1.57542,0,170,-28.2898623391817,-31.0554965188671
1.57542,0,180,-38.0398635616682,-45.4502388068875
