"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-25.999290467627,-32.6278276985894
1.57542,0,-170,-27.2391605257665,-39.9787129285294
1.57542,0,-160,-27.6192893229853,-36.1962382269041
1.57542,0,-150,-27.6275710659464,-30.3795114026199
1.57542,0,-140,-28.3866824512403,-29.3670620730093
1.57542,0,-130,-25.5107851830961,-27.8593167613019
1.57542,0,-120,-21.9520542560122,-25.4561835087367
1.57542,0,-110,-19.5079664727261,-23.4554793614371
1.57542,0,-100,-17.7364833074851,-21.8917472110361
1.57542,0,-90,-16.3146884662942,-20.6428181373341
1.57542,0,-80,-15.2504468666441,-19.7951371794597
1.57542,0,-70,-14.8624978780782,-19.6470024468088
1.57542,0,-60,-15.9382897322315,-20.7723478894548
1.57542,0,-50,-21.1414797036576,-23.8289835759262
1.57542,0,-40,-24.9701165945584,-23.1159642716158
1.57542,0,-30,-11.6736694125011,-16.9658356544059
1.57542,0,-20,-6.16053855886085,-12.8900638110241
1.57542,0,-10,-3.36259693181123,-10.7193692794856
1.57542,0,0,-2.48725318220354,-10.1895273455234
1.57542,0,10,-3.35934219381621,-11.3875140985044
1.57542,0,20,-6.08874930317624,-14.6584041009814
1.57542,0,30,-11.3302419708479,-21.0322127386722
1.57542,0,40,-22.8427823071374,-26.7217241091273
1.57542,0,50,-23.0523266914934,-20.8646639558742
1.57542,0,60,-16.9262669789637,-18.2624876519901
1.57542,0,70,-15.6260852625777,-17.6157661333061
1.57542,0,80,-15.9045075809356,-17.9714397017774
1.57542,0,90,-16.8754828072294,-18.8645136496128
1.57542,0,100,-18.1812681414742,-20.046643950442
1.57542,0,110,-19.8058385116124,-21.4474078894153
1.57542,0,120,-22.122475869548,-23.2398692900993
1.57542,0,130,-26.0193071111434,-25.7518857233642
1.57542,0,140,-33.5442189920727,-28.6830586745277
1.57542,0,150,-54.0365466662158,-31.2497787071564
1.57542,0,160,-33.404734187794,-35.9135083764368
1.57542,0,170,-27.5842138218188,-35.139334926249
1.57542,0,180,-25.999290467627,-32.6278276985894
