"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-39.1762955470147,-48.709599833293
1.57542,0,-170,-31.8445773327165,-27.5194488355008
1.57542,0,-160,-27.2920337021166,-25.9658434680297
1.57542,0,-150,-24.3254302177111,-28.8103947576365
1.57542,0,-140,-20.9998903245406,-26.8918343217887
1.57542,0,-130,-19.1305040586856,-23.6242826238583
1.57542,0,-120,-18.2809337885156,-21.8674075615951
1.57542,0,-110,-17.5512716478022,-20.5154528905894
1.57542,0,-100,-16.3568980684406,-19.0051350868806
1.57542,0,-90,-14.5410059966485,-17.2378055111428
1.57542,0,-80,-12.2199280362411,-15.2808501029841
1.57542,0,-70,-9.65744846921531,-13.312464967778
1.57542,0,-60,-7.190657637706,-11.6067021894777
1.57542,0,-50,-5.17093304540886,-10.4841501740252
1.57542,0,-40,-3.93796028944993,-10.2524492847531
1.57542,0,-30,-3.8544363730757,-11.1625151537761
1.57542,0,-20,-5.48001106751408,-13.4945985862522
1.57542,0,-10,-10.3699990210286,-18.2441715118355
1.57542,0,0,-51.4599397146341,-31.0012265825004
1.57542,0,10,-10.2701685055684,-19.9904163940552
1.57542,0,20,-5.4968667074912,-14.1115625077967
1.57542,0,30,-3.93860037381407,-11.4293293575456
1.57542,0,40,-4.07879395069088,-10.4545971698254
1.57542,0,50,-5.36550035712164,-10.7337865049548
1.57542,0,60,-7.43288207048589,-11.9344362167272
1.57542,0,70,-9.93027477286194,-13.7124135935547
1.57542,0,80,-12.4933983035228,-15.7259686346638
1.57542,0,90,-14.7802240512355,-17.6784998819215
1.57542,0,100,-16.5370537553169,-19.3605452602157
1.57542,0,110,-17.6658902587607,-20.6759166691395
1.57542,0,120,-18.3361067526406,-21.741720561392
1.57542,0,130,-19.1492252642589,-23.1869718164243
1.57542,0,140,-21.0593957695224,-26.1681245654737
1.57542,0,150,-24.4347298636628,-28.8611485042141
1.57542,0,160,-26.1151642387241,-26.6857084149478
1.57542,0,170,-27.5933735104279,-28.6091243667108
1.57542,0,180,-39.1762955470148,-48.709599833293
