"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-46.2719251274647,-34.6034800137737
1.57542,0,-170,-38.8923444514393,-39.5656823742431
1.57542,0,-160,-30.0278438577132,-44.6428368873476
1.57542,0,-150,-25.9641318673809,-38.8149955099748
1.57542,0,-140,-24.4210659623086,-35.6030196197396
1.57542,0,-130,-23.9262240054248,-30.2068335092971
1.57542,0,-120,-23.5206158167714,-26.2973662261622
1.57542,0,-110,-22.7988443961385,-23.6945412363466
1.57542,0,-100,-21.7096950870161,-21.7103823280372
1.57542,0,-90,-20.1764721517921,-20.0192202571511
1.57542,0,-80,-17.9352809916603,-18.5801865351476
1.57542,0,-70,-14.7813636234059,-17.52217721315
1.57542,0,-60,-10.9513935960322,-17.0771217909958
1.57542,0,-50,-6.98796420584646,-17.546153890092
1.57542,0,-40,-3.36278860176158,-19.2878137440155
1.57542,0,-30,-0.368121647328132,-22.7469566824105
1.57542,0,-20,1.83816151061512,-28.4669909178081
1.57542,0,-10,3.17832300556114,-34.6042631445913
1.57542,0,0,3.61775545884092,-36.1507992979263
1.57542,0,10,3.14795655299259,-41.0622039298366
1.57542,0,20,1.78379977935827,-29.8316294817994
1.57542,0,30,-0.433128932964738,-22.8722880468675
1.57542,0,40,-3.42071881098476,-19.1290178014993
1.57542,0,50,-7.0223065871001,-17.299431962095
1.57542,0,60,-10.9515178028166,-16.791921812618
1.57542,0,70,-14.7475337066888,-17.1965662548129
1.57542,0,80,-17.887901705077,-18.1846785292928
1.57542,0,90,-20.147329438907,-19.4952276343574
1.57542,0,100,-21.6971273413965,-20.9524462400815
1.57542,0,110,-22.727814443095,-22.5246926176202
1.57542,0,120,-23.2390563622934,-24.4243280670601
1.57542,0,130,-23.2631016895541,-27.1546106285118
1.57542,0,140,-23.2635980492974,-31.4060934753259
1.57542,0,150,-24.208147355721,-38.4798675014097
1.57542,0,160,-27.3790407891275,-50.2808723457386
1.57542,0,170,-34.5956833561811,-36.6857381115555
1.57542,0,180,-46.2719251274647,-34.6034800137738
