"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-39.8199962370699,-43.8060754789867
1.57542,0,-170,-27.0336850129873,-32.1086829577124
1.57542,0,-160,-24.6697978695796,-31.3407051581693
1.57542,0,-150,-23.0783612315441,-33.2708048636124
1.57542,0,-140,-20.5397034180128,-25.8145386638552
1.57542,0,-130,-18.9700370321409,-22.3039897504382
1.57542,0,-120,-18.3026814618794,-20.6647322628334
1.57542,0,-110,-17.7402466882802,-19.4708824983171
1.57542,0,-100,-16.6947518688294,-18.1290607715716
1.57542,0,-90,-14.9746297033339,-16.4740259801408
1.57542,0,-80,-12.6791237038427,-14.5435116582138
1.57542,0,-70,-10.0807769455461,-12.5273399426977
1.57542,0,-60,-7.53229723757781,-10.7270138235666
1.57542,0,-50,-5.3929462990573,-9.4911945653695
1.57542,0,-40,-4.00214614297189,-9.16815007739846
1.57542,0,-30,-3.71473485705331,-10.1049753267351
1.57542,0,-20,-5.05363169433438,-12.7893890651936
1.57542,0,-10,-9.34606951466378,-18.7930227889803
1.57542,0,0,-28.4566560553013,-37.7069789381825
1.57542,0,10,-11.3249111815739,-17.3930902998715
1.57542,0,20,-5.95711299515784,-12.464429129878
1.57542,0,30,-4.22124394794323,-10.2488359259832
1.57542,0,40,-4.28690296870912,-9.58513492319392
1.57542,0,50,-5.53695944639041,-10.079788748967
1.57542,0,60,-7.58233966432029,-11.4193547657553
1.57542,0,70,-10.0652059758666,-13.2682597337136
1.57542,0,80,-12.6229970338219,-15.2905815727531
1.57542,0,90,-14.9115444354174,-17.2016255334384
1.57542,0,100,-16.6611575199045,-18.8145843782146
1.57542,0,110,-17.7697639660039,-20.0636608721883
1.57542,0,120,-18.4540716209937,-21.1072182949579
1.57542,0,130,-19.3652213337828,-22.6605494741933
1.57542,0,140,-21.4279453286121,-26.3851461457401
1.57542,0,150,-24.9718766725146,-32.9040436733884
1.57542,0,160,-27.5139394932813,-28.4820628859202
1.57542,0,170,-31.4578995454537,-28.6629365087688
1.57542,0,180,-39.8199962370699,-43.8060754789866
