"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-28.9102426315725,-34.0768829875471
1.57542,0,-170,-28.6068482856992,-26.1812380726224
1.57542,0,-160,-22.1365424371502,-24.0016839658777
1.57542,0,-150,-19.4905185041044,-25.9199098612105
1.57542,0,-140,-17.6826415491005,-23.3733187975166
1.57542,0,-130,-16.492074240478,-19.4354333939987
1.57542,0,-120,-15.9803739781056,-17.1031117576781
1.57542,0,-110,-15.6739343550149,-15.4568098011018
1.57542,0,-100,-14.952115373288,-13.8960686897284
1.57542,0,-90,-13.420999344307,-12.2293173759516
1.57542,0,-80,-11.0995099873539,-10.4747210028186
1.57542,0,-70,-8.33608247176767,-8.7609181230415
1.57542,0,-60,-5.57486198003303,-7.28443456940038
1.57542,0,-50,-3.19550049908369,-6.27639179992234
1.57542,0,-40,-1.47545075106189,-5.97587398450732
1.57542,0,-30,-0.605461044441422,-6.60574440966752
1.57542,0,-20,-0.688773778333586,-8.26176180309375
1.57542,0,-10,-1.59906448933335,-10.1800909354123
1.57542,0,0,-2.52812003534171,-10.1172668669775
1.57542,0,10,-2.27648696871057,-8.90760263905951
1.57542,0,20,-1.31906482492274,-8.65588918378977
1.57542,0,30,-0.82763295729172,-9.65924009099478
1.57542,0,40,-1.19815068266554,-11.7690621355943
1.57542,0,50,-2.37835287807624,-14.9414577572748
1.57542,0,60,-4.15708519037868,-19.0200379948264
1.57542,0,70,-6.26326301944307,-22.8987514221328
1.57542,0,80,-8.42027538556846,-24.6777423311128
1.57542,0,90,-10.3922543262548,-25.1817230067298
1.57542,0,100,-12.0256184811746,-25.8912117012509
1.57542,0,110,-13.2764412633134,-26.7789910605125
1.57542,0,120,-14.2500088931901,-26.888922268116
1.57542,0,130,-15.3554507688103,-26.3969371995262
1.57542,0,140,-17.5192837746471,-27.4207945770249
1.57542,0,150,-22.180497571257,-29.9415241300924
1.57542,0,160,-26.5045981167775,-27.5581945917738
1.57542,0,170,-24.7682213007204,-27.6355138182098
1.57542,0,180,-28.9102426315725,-34.0768829875471
