"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-27.5062806285704,-42.1582700199441
1.57542,0,-170,-24.2254671480175,-27.4381014535366
1.57542,0,-160,-24.6633520381445,-25.3385983570578
1.57542,0,-150,-20.593758243603,-24.397702934847
1.57542,0,-140,-16.4570783498308,-22.3373669720776
1.57542,0,-130,-14.3415480935391,-21.3733520006657
1.57542,0,-120,-13.1893424883034,-21.4300658999867
1.57542,0,-110,-12.2042597069945,-21.5233057830304
1.57542,0,-100,-11.0013540646548,-20.9717913168102
1.57542,0,-90,-9.46084137121676,-19.5986695290868
1.57542,0,-80,-7.6116449605146,-17.4172519786402
1.57542,0,-70,-5.59143765867464,-14.6122390901564
1.57542,0,-60,-3.61828473164839,-11.6386527588023
1.57542,0,-50,-1.95792314236079,-9.0161850488626
1.57542,0,-40,-0.884949520197334,-7.10854404515658
1.57542,0,-30,-0.626835152882201,-6.07145712244885
1.57542,0,-20,-1.24878057314091,-5.90568691413958
1.57542,0,-10,-2.30825188478479,-6.57086677163992
1.57542,0,0,-2.53751395996845,-7.87485616863001
1.57542,0,10,-1.63679307260299,-8.84349080912368
1.57542,0,20,-0.920588857903619,-8.34238742463345
1.57542,0,30,-1.09082396006518,-7.25353947354032
1.57542,0,40,-2.20106807888067,-6.72836822840091
1.57542,0,50,-4.13168436182318,-7.04311012956046
1.57542,0,60,-6.69717156603224,-8.07442463728207
1.57542,0,70,-9.62074523909434,-9.5856020661214
1.57542,0,80,-12.5156191595206,-11.3338913030433
1.57542,0,90,-14.9413504886417,-13.1209108220229
1.57542,0,100,-16.5767040405328,-14.8245467863692
1.57542,0,110,-17.4153365030085,-16.4216692659098
1.57542,0,120,-17.8089202267263,-18.0709182130987
1.57542,0,130,-18.2923463408443,-20.38492976327
1.57542,0,140,-19.1907087209741,-24.7521448408807
1.57542,0,150,-20.3502815853269,-29.6566779805759
1.57542,0,160,-22.3185015632637,-26.5840522571942
1.57542,0,170,-27.3828621320821,-28.5937235394225
1.57542,0,180,-27.5062806285704,-42.1582700199442
