"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-43.5839453567744,-52.922770789769
1.57542,0,-170,-30.4733074313319,-29.7258273773837
1.57542,0,-160,-28.5565473603829,-28.4257642261111
1.57542,0,-150,-26.6338289168945,-30.4701286412516
1.57542,0,-140,-22.458864381033,-25.57766346375
1.57542,0,-130,-20.1394851820409,-22.3149098124953
1.57542,0,-120,-19.0825420563986,-20.7867549428158
1.57542,0,-110,-18.249604217638,-19.6428552345623
1.57542,0,-100,-17.0323453698789,-18.2472431496335
1.57542,0,-90,-15.251641797981,-16.4531339157352
1.57542,0,-80,-12.989388137067,-14.3286969850982
1.57542,0,-70,-10.4845439532949,-12.0727496652895
1.57542,0,-60,-8.062620241123,-9.9806043259926
1.57542,0,-50,-6.06956583264159,-8.39314064782514
1.57542,0,-40,-4.8391613579006,-7.65419705655793
1.57542,0,-30,-4.72802845419363,-8.10880548137641
1.57542,0,-20,-6.30151567514811,-10.2409963407999
1.57542,0,-10,-11.1590887510897,-15.4768925481027
1.57542,0,0,-42.2422424244228,-47.925367299511
1.57542,0,10,-10.7691513140944,-15.4620984913376
1.57542,0,20,-6.05049090455013,-10.2496074828414
1.57542,0,30,-4.52863487655066,-8.07827926885835
1.57542,0,40,-4.69534715652061,-7.54628881572948
1.57542,0,50,-5.99957656104569,-8.18710432590515
1.57542,0,60,-8.08415253065275,-9.66421126518176
1.57542,0,70,-10.6098005553418,-11.6363710949487
1.57542,0,80,-13.2131795083511,-13.7628047340271
1.57542,0,90,-15.5277647621752,-15.7461535505697
1.57542,0,100,-17.2585895200109,-17.3870198413558
1.57542,0,110,-18.3024484023705,-18.6389474248959
1.57542,0,120,-18.8927968652322,-19.706248701466
1.57542,0,130,-19.6874006427825,-21.2541730766768
1.57542,0,140,-21.6241300444092,-24.6322538478735
1.57542,0,150,-25.097988034728,-30.5738974121225
1.57542,0,160,-27.3406476143789,-28.6995991493728
1.57542,0,170,-29.8197578654061,-29.3172204822605
1.57542,0,180,-43.5839453567744,-52.922770789769
