"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-21.8686056593222,-50.5240975865074
1.57542,0,-170,-25.2649871404739,-40.1772565620629
1.57542,0,-160,-38.8026008713654,-29.6889401352049
1.57542,0,-150,-24.6408896367634,-27.5935858247398
1.57542,0,-140,-19.4790876811289,-27.8521883269271
1.57542,0,-130,-16.3634526534885,-24.5971819614363
1.57542,0,-120,-14.185242680705,-20.9366612039305
1.57542,0,-110,-12.56231346583,-18.4535300947534
1.57542,0,-100,-11.137055804399,-16.6841665727812
1.57542,0,-90,-9.67407354685719,-15.3589571885572
1.57542,0,-80,-8.14020715584976,-14.4804075620872
1.57542,0,-70,-6.68101403983192,-14.2203694640844
1.57542,0,-60,-5.55473449703769,-14.8202980620149
1.57542,0,-50,-5.08444388065954,-15.9214504635647
1.57542,0,-40,-5.66064813784915,-14.3862970865033
1.57542,0,-30,-7.82848253075654,-10.0471491227712
1.57542,0,-20,-12.5791348541092,-6.4019227082943
1.57542,0,-10,-22.4826646664648,-4.20416112064776
1.57542,0,0,-37.2543517106728,-3.50707388246084
1.57542,0,10,-23.6960934576345,-4.33213137871889
1.57542,0,20,-13.210728747758,-6.69675589462484
1.57542,0,30,-8.24543552418844,-10.6296664339297
1.57542,0,40,-5.97246014903018,-15.5370356027739
1.57542,0,50,-5.32951979303129,-17.1404406917864
1.57542,0,60,-5.74849204404635,-15.5901843345029
1.57542,0,70,-6.83544748846895,-14.7928643509263
1.57542,0,80,-8.27168247901701,-14.9775805251154
1.57542,0,90,-9.80542469536468,-15.8315233218369
1.57542,0,100,-11.2968278428557,-17.1616272559116
1.57542,0,110,-12.7840177284535,-18.9544263809001
1.57542,0,120,-14.5151685850571,-21.4260567846302
1.57542,0,130,-16.891252834668,-24.6787364285635
1.57542,0,140,-20.4040334841637,-26.5335131119869
1.57542,0,150,-26.4946506013412,-26.268426541367
1.57542,0,160,-36.5127459725047,-28.8710777443201
1.57542,0,170,-24.3536481194652,-39.5719955150503
1.57542,0,180,-21.8686056593222,-50.5240975865075
