"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-30.19258094101,-45.6118959462452
1.57542,0,-170,-30.2702245735068,-42.160571442003
1.57542,0,-160,-32.7592256343154,-37.6760974509766
1.57542,0,-150,-32.5551062945429,-35.1368524289513
1.57542,0,-140,-28.777362079725,-32.0449168408288
1.57542,0,-130,-25.1784724519066,-26.6965966853327
1.57542,0,-120,-22.879463322954,-23.2029915466206
1.57542,0,-110,-21.5124693682392,-21.09851143943
1.57542,0,-100,-20.551062506706,-19.6667381876091
1.57542,0,-90,-19.7160214522998,-18.6115338993335
1.57542,0,-80,-19.0910234402887,-17.9853823575181
1.57542,0,-70,-19.1690169520192,-18.1346329898817
1.57542,0,-60,-21.2271274344423,-19.8951995508543
1.57542,0,-50,-30.3644380879481,-25.7754105369679
1.57542,0,-40,-19.0543289166333,-23.3794351460352
1.57542,0,-30,-10.6957085838522,-14.3855212976255
1.57542,0,-20,-6.06439204002631,-9.63990426567344
1.57542,0,-10,-3.55175533149968,-7.02758103717604
1.57542,0,0,-2.77442874132721,-6.00553330852261
1.57542,0,10,-3.66357498531111,-6.46537459215564
1.57542,0,20,-6.34124858068061,-8.51917987257885
1.57542,0,30,-11.3303812748222,-12.6380463292914
1.57542,0,40,-20.8175965372433,-20.7886461038823
1.57542,0,50,-24.4216023359161,-33.3186510112048
1.57542,0,60,-18.5495588287879,-20.9511856842922
1.57542,0,70,-17.2331509016128,-18.3991619233144
1.57542,0,80,-17.5918506472917,-18.0646691857647
1.57542,0,90,-18.7351799780752,-18.7390730621798
1.57542,0,100,-20.2999769672527,-20.0052896976126
1.57542,0,110,-22.2226736350324,-21.8058096324482
1.57542,0,120,-24.7292625240173,-24.3898547809043
1.57542,0,130,-28.0020085770718,-27.7972611066786
1.57542,0,140,-29.9486702202321,-28.9271573670178
1.57542,0,150,-29.4698608480648,-27.6794147356787
1.57542,0,160,-31.2269860487605,-29.437878048594
1.57542,0,170,-33.1605661770602,-38.1569322066753
1.57542,0,180,-30.19258094101,-45.6118959462452
