"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-28.6312819014935,-38.4258775318547
1.57542,0,-170,-30.6665000019023,-44.1340194049459
1.57542,0,-160,-39.3827102739622,-41.2550512102488
1.57542,0,-150,-45.5264117821653,-38.4869826040859
1.57542,0,-140,-33.5075959101997,-33.7167245943283
1.57542,0,-130,-27.4143423843377,-26.6601960876316
1.57542,0,-120,-23.9528832825579,-22.7724570957022
1.57542,0,-110,-21.9255435383031,-20.5195025033866
1.57542,0,-100,-20.5282931239034,-18.990255487741
1.57542,0,-90,-19.3928295547764,-17.8395982805012
1.57542,0,-80,-18.5661373903379,-17.0994612888447
1.57542,0,-70,-18.4936808928201,-17.0856938685285
1.57542,0,-60,-20.3427202049361,-18.5310693634131
1.57542,0,-50,-29.905563192153,-23.5504642363267
1.57542,0,-40,-20.3013876345142,-25.2992371878039
1.57542,0,-30,-11.1087495405227,-15.0884128109229
1.57542,0,-20,-6.28073426906313,-9.98870671937452
1.57542,0,-10,-3.70126327295745,-7.25037787561656
1.57542,0,0,-2.94063275390847,-6.19060866527389
1.57542,0,10,-3.94724027222783,-6.65236140166292
1.57542,0,20,-6.91515852277558,-8.71920507833467
1.57542,0,30,-12.6769901244513,-12.82810982786
1.57542,0,40,-26.9724612443947,-20.3342337821664
1.57542,0,50,-21.7837318655868,-25.1246278321792
1.57542,0,60,-16.947895869508,-19.8010539852315
1.57542,0,70,-16.06631058001,-18.0490474450922
1.57542,0,80,-16.608329807567,-18.0443566046663
1.57542,0,90,-17.8111468381664,-18.9091402005961
1.57542,0,100,-19.3595648397521,-20.2899780628536
1.57542,0,110,-21.2324790662866,-22.1609756453402
1.57542,0,120,-23.7456632806449,-24.8389517265109
1.57542,0,130,-27.3287338686523,-28.450300305028
1.57542,0,140,-29.7312067120093,-29.262702670112
1.57542,0,150,-28.5452058724591,-27.5281294946738
1.57542,0,160,-28.9991467682944,-28.8827151576163
1.57542,0,170,-29.7547426672194,-34.7266373631952
1.57542,0,180,-28.6312819014935,-38.4258775318547
